id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF000335,metabolic process;cellular process;,AENW01000058,rsuA,"rsuA, HMPREF9406_1625, EFR35696.1",NA,-4.4,114,1.45,-3.04,0.0024,0.0175,NA,pseudouridylate synthase (EC 5.4.99.-),positive,699,233,-0.266952789699571,26359.1004,5.43341064453125,rsuA,K06183 - rsuA - 16S rRNA pseudouridine516 synthase [EC:5.4.99.19] [5.4.99.19],(J) Translation,-,J,908340.HMPREF9406_1625,7.449999999999999e-167,466,Belongs to the pseudouridine synthase RsuA family,rsuA,-,5.4.99.19,ko:K06183,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"PseudoU_synth_2,S4",NA,NA,NA
RCHGF000346,Uncategorized;,AENW01000058,null,"HMPREF9406_1637, EFR35771.1",NA,-6.97,332,1.48,-4.71,2.5e-6,4.5e-5,NA,SNARE-like domain protein,positive,564,188,0.613829787234042,21182.0805,9.27349853515625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1637,2.19e-130,370,SNARE associated Golgi protein,-,-,-,-,-,-,-,-,-,-,-,-,SNARE_assoc,NA,NA,NA
RCHGF000347,metabolic process;cellular process;,AENW01000058,null,"HMPREF9406_1636, EFR35648.1","Glutamine amidotransferase, class I",-5.93,159,1.46,-4.06,4.97e-5,6.16e-4,"Glutamine amidotransferase, class I",peptidase C26,negative,645,215,-0.135348837209302,24560.7545,5.44329833984375,None,K07010 - K07010 - putative glutamine amidotransferase,(S) Function Unknown,-,S,908340.HMPREF9406_1636,3.8799999999999995e-160,447,Peptidase C26,-,-,-,ko:K07010,-,-,-,-,"ko00000,ko01002",-,-,-,Peptidase_C26,NA,NA,NA
RCHGF000355,Uncategorized;,AENW01000058,null,"HMPREF9406_1645, EFR35695.1",NA,4.48,5.22,1.57,2.85,0.00441,0.028,NA,hypothetical protein,positive,150,50,-0.404,6228.4313,10.0261840820313,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000357,metabolic process;,AENW01000058,aroF,"aroF, HMPREF9406_1647, EFR35839.1",3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),2.06,243,0.339,6.07,1.26e-9,4.13e-8,3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),negative,1014,338,-0.121301775147929,37008.2613,6.11114501953125,aroF,"K03856 - AROA2, aroA - 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] [2.5.1.54]",(E) Amino Acid metabolis and transport,"Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_1647,1.7200000000000002e-245,674,phospho-2-dehydro-3-deoxyheptonate aldolase,aroF,-,2.5.1.54,ko:K03856,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R01826,RC00435,"ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS14395,DAHP_synth_1,NA,NA,NA
RCHGF000358,Uncategorized;,AENW01000058,aroK,"aroK, HMPREF9406_1648, EFR35744.1",Shikimate 5-dehydrogenase (EC 1.1.1.25),2.31,497,0.324,7.15,8.66e-13,4.85e-11,Shikimate 5-dehydrogenase (EC 1.1.1.25),shikimate kinase (EC 2.7.1.71),negative,1263,421,-0.159619952494062,47119.5318,5.04583740234375,aroK,K00014 - aroE - shikimate dehydrogenase [EC:1.1.1.25] [1.1.1.25],(E) Amino Acid metabolis and transport,"Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_1648,5.979999999999999e-304,828,"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",aroE,-,1.1.1.25,ko:K00014,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02413,RC00206,"ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS14365,"CM_2,SKI,Shikimate_DH,Shikimate_dh_N",NA,NA,NA
RCHGF000365,cellular process;localization;,AENW01000058,null,"HMPREF9406_1655, EFR35797.1",C4-dicarboxylate transporter large subunit,-4.25,127,1.45,-2.93,0.00344,0.0232,C4-dicarboxylate transporter large subunit,"TRAP transporter, DctM subunit",positive,1290,430,1.31279069767442,45755.4364,8.20037841796875,None,"K11690 - dctM - C4-dicarboxylate transporter, DctM subunit",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_1655,1.38e-277,763,"Trap dicarboxylate transporter, dctm subunit",-,-,-,-,-,-,-,-,-,-,-,-,"DctM,DctQ",TRAP-T,NA,C4-dicarboxylate
RCHGF000368,Uncategorized;,AENW01000058,null,"HMPREF9406_1658, EFR35816.1",Oxidoreductase (glutamate synthase related),-3.93,64.9,1.46,-2.69,0.00722,0.0413,Oxidoreductase (glutamate synthase related),"ferredoxin--NADP+ reductase, subunit alpha (EC 1.18.1.2)",positive,840,280,0.081785714285714,30349.86,5.44720458984375,None,K00528 - fpr - ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1] [1.18.1.2 1.19.1.1],(C) Energy production and conversion,Sulfur metabolism; Microbial metabolism in diverse environments,C,908340.HMPREF9406_1658,2.5199999999999995e-202,560,Oxidoreductase,nfnA,-,"1.18.1.2,1.19.1.1","ko:K00528,ko:K16951","ko00920,ko01120,map00920,map01120",-,"R00858,R10146,R10159",RC00065,"ko00000,ko00001,ko01000",-,-,-,"DHODB_Fe-S_bind,NAD_binding_1",NA,NA,NA
RCHGF000374,Uncategorized;,AENW01000058,null,"HMPREF9406_1665, EFR35835.1",Hypothetical membrane spanning protein,-4.21,176,1.45,-2.89,0.0038,0.0248,Hypothetical membrane spanning protein,hypothetical protein,positive,1239,413,0.754479418886199,47914.0567,9.36944580078125,None,NA,(I) Lipid metabolism,-,I,908340.HMPREF9406_1665,6.08e-293,800,Acyltransferase family,-,-,-,-,-,-,-,-,-,-,-,-,Acyl_transf_3,NA,NA,NA
RCHGF000395,metabolic process;,AENW01000056,bglH_4,"bglH_4, HMPREF9406_3043, EFR36018.1",6-phospho-beta-glucosidase (EC 3.2.1.86),2.31,75.4,0.606,3.82,1.32e-4,0.0015,6-phospho-beta-glucosidase (EC 3.2.1.86),"glycosyl hydrolase, family 1 (EC 3.2.1.21) / 6-phospho-beta-glucosidase (EC 3.2.1.86)",negative,1431,477,-0.365618448637317,54883.7305000001,5.09063720703125,bglH_4,"K01223 - E3.2.1.86B, bglA - 6-phospho-beta-glucosidase [EC:3.2.1.86] [3.2.1.86]",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Starch and sucrose metabolism,G,908340.HMPREF9406_3043,0,1001,Belongs to the glycosyl hydrolase 1 family,-,-,3.2.1.86,ko:K01223,"ko00010,ko00500,map00010,map00500",-,"R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,GT1,-,Glyco_hydro_1,NA,NA,NA
RCHGF000407,Uncategorized;,AENW01000056,null,"HMPREF9406_3055, EFR35892.1","PTS system, glucose-specific IIABC component (EC 2.7.1.69)",3.2,45.3,0.691,4.63,3.59e-6,6.12e-5,"PTS system, glucose-specific IIABC component (EC 2.7.1.69)",putative PTS system maltose and glucose-specific IIBC component,negative,1572,524,0.499618320610689,57756.6715,6.95965576171875,None,"K02790 - PTS-MalGlc-EIIB, malX - PTS system, maltose/glucose-specific IIB component [EC:2.7.1.199 2.7.1.208] [2.7.1.208 2.7.1.199]; K02791 - PTS-MalGlc-EIIC, malX - PTS system, maltose/glucose-specific IIC component",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_3055,0,1021,Pts system,-,-,"2.7.1.199,2.7.1.208","ko:K02790,ko:K02791","ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060",M00266,"R02738,R04111","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.1.1.3,-,-,"PTS_EIIB,PTS_EIIC",SSPTS,EnzymeIIABC,glucose/maltose/N-acetylglucosamine
RCHGF000410,Uncategorized;,AENW01000056,null,"HMPREF9406_3058, EFR36032.1",NA,-4.78,97.3,1.48,-3.23,0.00122,0.00992,NA,septum formation initiator,negative,207,69,-1.02608695652174,7798.7955,9.43536376953125,None,NA,(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_3058,1.0999999999999999e-33,116,Septum formation initiator,-,-,-,-,-,-,-,-,-,-,-,-,DivIC,NA,NA,NA
RCHGF000411,Uncategorized;,AENW01000056,null,"HMPREF9406_3059, EFR35936.1",NA,-5.69,394,1.47,-3.87,1.08e-4,0.00123,NA,putative spore cortex biosynthesis protein YabQ,negative,462,154,0.392857142857142,18161.9838,10.6273803710938,None,NA,NA,-,-,908340.HMPREF9406_3059,1.3699999999999999e-87,259,-,-,-,-,-,-,-,-,-,-,-,-,-,Spore_YabQ,NA,NA,NA
RCHGF000412,Uncategorized;,AENW01000056,yabP,"yabP, HMPREF9406_3060, EFR35947.1",Hypothetical protein,-5.73,139,1.48,-3.88,1.03e-4,0.00119,Hypothetical protein,sporulation protein YabP,negative,300,100,-0.348,11274.7796,5.80694580078125,yabP,NA,(S) Function Unknown,-,S,658659.HMPREF0983_03655,6.400000000000001e-65,197,YabP family,yabP,-,-,-,-,-,-,-,-,-,-,-,YabP,NA,NA,NA
RCHGF000443,Uncategorized;,AENW01000056,null,"HMPREF9406_3091, EFR35958.1",60 kDa inner membrane protein YIDC,-1.81,1100,0.348,-5.19,2.06e-7,4.57e-6,60 kDa inner membrane protein YIDC,"membrane protein insertase, YidC/Oxa1 family",negative,993,331,0.022054380664653,38041.4896,9.55706787109375,None,"K03217 - yidC, spoIIIJ, OXA1, ccfA - YidC/Oxa1 family membrane protein insertase",(U) Intracellular trafficing and secretion,Quorum sensing; Protein export; Bacterial secretion system,U,908340.HMPREF9406_3091,2.709999999999999e-234,645,membrane insertase activity,yidC,-,-,ko:K03217,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044,ko03029",2.A.9,-,-,60KD_IMP,Oxa1,NA,60 KD inner membrane protein OxaA homolog
RCHGF000444,Uncategorized;,AENW01000056,rnpA,"rnpA, HMPREF9406_3092, EFR36020.1",Ribonuclease P protein component (EC 3.1.26.5),-4.06,109,1.46,-2.77,0.00558,0.0339,Ribonuclease P protein component (EC 3.1.26.5),ribonuclease P protein component (EC 3.1.26.5),negative,324,108,-0.640740740740741,13065.4523,10.0322875976563,rnpA,NA,(J) Translation,-,J,908340.HMPREF9406_3092,4.33e-69,209,ribonuclease P activity,rnpA,"GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005655,GO:0005730,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0030677,GO:0030681,GO:0031123,GO:0031404,GO:0031974,GO:0031981,GO:0032991,GO:0033204,GO:0034414,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0040007,GO:0042301,GO:0042779,GO:0042780,GO:0042781,GO:0043167,GO:0043168,GO:0043170,GO:0043199,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0099116,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901681,GO:1902494,GO:1902555,GO:1905267,GO:1905348,GO:1990904",3.1.26.5,"ko:K03536,ko:K08998",-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Ribonuclease_P,NA,NA,NA
RCHGF000453,metabolic process;cellular process;response to stimulus;,AENW01000056,recF,"recF, HMPREF9406_3101, EFR35976.1",DNA replication and repair protein recF,-2.99,248,1.03,-2.89,0.00388,0.0251,DNA replication and repair protein recF,DNA replication and repair protein RecF,positive,1098,366,-0.382786885245902,42781.5993000001,6.77691650390625,recF,K03629 - recF - DNA replication and repair protein RecF,(L) Replication and repair,Homologous recombination,L,908340.HMPREF9406_3101,4.33e-260,713,"it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP",recF,-,-,ko:K03629,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,SMC_N,NA,NA,NA
RCHGF000455,metabolic process;cellular process;response to stimulus;,AENW01000056,gyrA,"gyrA, HMPREF9406_3103, EFR36087.1",DNA gyrase subunit A (EC 5.99.1.3),-2.37,675,0.542,-4.38,1.18e-5,1.75e-4,DNA gyrase subunit A (EC 5.99.1.3),"DNA gyrase, A subunit (EC 5.99.1.3)",positive,2511,837,-0.357108721624851,93623.6489000005,5.31585693359375,gyrA,K02469 - gyrA - DNA gyrase subunit A [EC:5.6.2.2] [5.6.2.2],(L) Replication and repair,-,L,908340.HMPREF9406_3103,0,1579,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",gyrA,-,5.99.1.3,ko:K02469,-,-,-,-,"ko00000,ko01000,ko03032,ko03400",-,-,-,"DNA_gyraseA_C,DNA_topoisoIV",NA,NA,NA
RCHGF000484,metabolic process;cellular process;,AENW01000056,nrdD,"nrdD, HMPREF9406_3132, EFR36047.1",Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2),-2.68,421,0.742,-3.61,3.04e-4,0.00309,Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2),anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2),positive,2343,781,-0.414468629961587,87661.3343000005,5.64007568359375,nrdD,K21636 - nrdD - ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6] [1.1.98.6],(F) Nucleotide metabolism and transport,Purine metabolism; Pyrimidine metabolism; Metabolic pathways,F,908340.HMPREF9406_3132,0,1576,Ribonucleoside-triphosphate reductase,nrdD,-,1.1.98.6,ko:K21636,"ko00230,ko00240,ko01100,map00230,map00240,map01100",M00053,"R11633,R11634,R11635,R11636",RC00613,"ko00000,ko00001,ko00002,ko01000",-,-,-,"ATP-cone,NRDD",NA,NA,NA
RCHGF000501,metabolic process;,AENW01000056,aroF,"aroF, HMPREF9406_3149, EFR35932.1",3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),-4.01,113,1.45,-2.76,0.0058,0.0351,3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54),negative,1014,338,-0.123372781065089,36811.2063,6.64508056640625,aroF,"K03856 - AROA2, aroA - 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] [2.5.1.54]",(E) Amino Acid metabolis and transport,"Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_3149,9.97e-245,672,phospho-2-dehydro-3-deoxyheptonate aldolase,aroF,-,2.5.1.54,ko:K03856,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R01826,RC00435,"ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS14395,DAHP_synth_1,NA,NA,NA
RCHGF000504,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3152, EFR36029.1",NA,-3.56,281,1.06,-3.38,7.34e-4,0.00647,NA,chorismate mutase (EC 5.4.99.5),positive,1083,361,-0.463434903047092,41700.6256,5.50616455078125,None,K14170 - pheA - chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51] [4.2.1.51 5.4.99.5],(E) Amino Acid metabolis and transport,"Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_3152,1.56e-255,701,chorismate mutase,pheA,-,"4.2.1.51,5.4.99.5","ko:K04518,ko:K14170","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00024,M00025","R00691,R01373,R01715","RC00360,RC03116","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACT,CM_2,PDT",NA,NA,NA
RCHGF000518,Uncategorized;,AENW01000056,null,"HMPREF9406_3166, EFR35893.1",NA,-4.05,57.6,1.49,-2.73,0.00637,0.038,NA,hypothetical protein,negative,438,146,0.681506849315068,16363.4122,9.30242919921875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000540,Uncategorized;,AENW01000056,null,"HMPREF9406_3188, EFR36052.1",Hypothetical cytosolic protein,-1.43,399,0.528,-2.7,0.00691,0.0403,Hypothetical cytosolic protein,hypothetical protein,negative,1764,588,-0.580442176870747,67279.2906000002,4.96478271484375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3188,0,1118,Bacterial protein of unknown function (DUF885),-,-,-,-,-,-,-,-,-,-,-,-,DUF885,NA,NA,NA
RCHGF000547,Uncategorized;,AENW01000056,null,"HMPREF9406_3195, EFR36077.1",NA,-4.99,99.6,1.52,-3.29,0.00102,0.00851,NA,hypothetical protein,positive,378,126,-0.402380952380952,14721.7161,6.29022216796875,None,NA,NA,-,-,908340.HMPREF9406_3195,4.8799999999999996e-88,258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000560,Uncategorized;,AENW01000056,null,"HMPREF9406_3208, EFR35888.1",NA,-4,92,1.45,-2.76,0.00584,0.0352,NA,"efflux ABC transporter, permease protein",positive,1356,452,0.93561946902655,50815.7487,9.24810791015625,None,NA,NA,-,V,908340.HMPREF9406_3208,4.95e-305,834,efflux transmembrane transporter activity,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000564,Uncategorized;,AENW01000056,null,"HMPREF9406_3212, EFR35930.1",NA,-5.16,114,1.45,-3.55,3.84e-4,0.00379,NA,3D domain protein,positive,816,272,-0.383455882352942,29606.6276,9.39068603515625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3212,3.2e-176,493,3D domain,-,-,-,-,-,-,-,-,-,-,-,-,3D,NA,NA,NA
RCHGF000570,metabolic process;cellular process;biological regulation;,AENW01000056,null,"HMPREF9406_3218, EFR36071.1",Two-component response regulator yrkP,1.86,161,0.409,4.55,5.49e-6,8.81e-5,Two-component response regulator yrkP,response regulator receiver domain protein,positive,717,239,-0.413807531380753,27530.4382,5.45172119140625,None,"K02483 - K02483 - two-component system, OmpR family, response regulator",(K) Transcription,-,K,908340.HMPREF9406_3218,9.419999999999999e-173,481,"response regulator, receiver",-,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C",NA,NA,NA
RCHGF000571,metabolic process;cellular process;response to stimulus;biological regulation;,AENW01000056,null,"HMPREF9406_3219, EFR36011.1",NA,1.29,756,0.315,4.11,3.9e-5,5.01e-4,NA,HAMP domain protein,positive,1341,447,-0.320357941834452,52339.9512000001,6.86077880859375,None,NA,(T) Signal Transduction,-,T,908340.HMPREF9406_3219,4.86000000013078e-293,856,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"HAMP,HATPase_c_5,HisKA",NA,NA,NA
RCHGF000573,metabolic process;cellular process;developmental process;biological regulation;,AENW01000056,glmU,"glmU, HMPREF9406_3221, EFR36016.1",Glucosamine-1-phosphate acetyltransferase (EC 2.3.1.157) / UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23),-1.53,905,0.347,-4.4,1.08e-5,1.63e-4,Glucosamine-1-phosphate acetyltransferase (EC 2.3.1.157) / UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23),UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157) / UDP-N-acetylglucosamine diphosphorylase (EC 2.7.7.23),positive,1353,451,-0.180266075388027,48908.0542,5.60833740234375,glmU,K04042 - glmU - bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157] [2.3.1.157 2.7.7.23],(M) Cell wall/membrane/envelop biogenesis,Amino sugar and nucleotide sugar metabolism; Metabolic pathways; NA,M,908340.HMPREF9406_3221,9.22000012107867e-293,863,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",glmU,-,"2.3.1.157,2.7.7.23",ko:K04042,"ko00520,ko01100,ko01130,map00520,map01100,map01130",M00362,"R00416,R05332","RC00002,RC00004,RC00166","ko00000,ko00001,ko00002,ko01000",-,-,-,"Hexapep,Hexapep_2,NTP_transf_3,NTP_transferase",NA,NA,NA
RCHGF000575,Uncategorized;,AENW01000056,null,"HMPREF9406_3223, EFR35901.1",Hypothetical protein,1.89,205,0.419,4.5,6.64e-6,1.03e-4,Hypothetical protein,hypothetical protein,positive,354,118,0.647457627118644,13370.7941,6.28460693359375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3223,1.39e-72,218,Protein of unknown function (DUF1622),-,-,-,-,-,-,-,-,-,-,-,-,DUF1622,NA,NA,NA
RCHGF000578,Uncategorized;,AENW01000056,null,"HMPREF9406_3226, EFR36085.1",NA,-3.3,177,1.07,-3.08,0.00206,0.0154,NA,"PTS system, glucose-like IIB component (EC 2.7.1.69)",negative,1110,370,0.630540540540541,39881.5554,6.59075927734375,None,NA,(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_3226,1.25e-261,717,Pts system,treP,-,2.7.1.201,"ko:K02818,ko:K02819","ko00500,ko02060,map00500,map02060",M00270,R02780,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.2.13,4.A.1.2.4,4.A.1.2.8",-,-,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC",SSPTS,EnzymeIIABC,glucose/maltose/N-acetylglucosamine
RCHGF000585,Uncategorized;,AENW01000056,null,"HMPREF9406_3233, EFR36061.1",NA,2.21,13000,0.109,20.2,3.89e-91,1.6499999999999998e-87,NA,hypothetical protein,positive,252,84,0.433333333333333,9437.94039999999,8.88385009765625,None,NA,NA,-,-,908340.HMPREF9406_3233,3.79e-52,164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000599,metabolic process;cellular process;biological process involved in interspecies interaction between organisms;response to stimulus;,AENW01000054,null,"HMPREF9406_3944, EFR36116.1",NA,-4.14,305,1.57,-2.64,0.00829,0.0455,NA,NAD dependent epimerase/dehydratase family protein,negative,882,294,-0.177551020408163,33183.9166,7.47576904296875,None,"K01784 - galE, GALE - UDP-glucose 4-epimerase [EC:5.1.3.2] [5.1.3.2]",(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3944,7.26e-209,577,RmlD substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,Epimerase,NA,NA,NA
RCHGF000602,metabolic process;cellular process;,AENW01000054,wecE,"wecE, HMPREF9406_3947, EFR36129.1",dTDP-4-dehydro-6-deoxy-D-glucose 4-aminotransferase (EC 2.6.1.33),-3.48,408,1.16,-2.99,0.00275,0.0194,dTDP-4-dehydro-6-deoxy-D-glucose 4-aminotransferase (EC 2.6.1.33),"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",negative,1134,378,-0.23994708994709,42790.3576,5.05499267578125,wecE,"K02805 - wecE, rffA - dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59] [2.6.1.59]",(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_3947,4.3300000000000005e-282,769,Belongs to the DegT DnrJ EryC1 family,wecE,-,2.6.1.59,ko:K02805,-,-,-,-,"ko00000,ko01000,ko01007",-,-,-,DegT_DnrJ_EryC1,NA,NA,NA
RCHGF000606,metabolic process;cellular process;,AENW01000054,rfbB,"rfbB, HMPREF9406_3951, EFR36112.1","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",-2.97,276,1.1,-2.69,0.00721,0.0413,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",negative,1026,342,-0.42046783625731,39408.0788,5.35675048828125,rfbB,"K01710 - E4.2.1.46, rfbB, rffG - dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] [4.2.1.46]",(M) Cell wall/membrane/envelop biogenesis,Streptomycin biosynthesis; Polyketide sugar unit biosynthesis; Acarbose and validamycin biosynthesis; Biosynthesis of vancomycin group antibiotics; NA,M,908340.HMPREF9406_3951,9.82e-263,717,Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily,rfbB,-,4.2.1.46,ko:K01710,"ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130",M00793,R06513,RC00402,"ko00000,ko00001,ko00002,ko01000",-,-,-,GDP_Man_Dehyd,NA,NA,NA
