id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF000297,metabolic process;cellular process;biological regulation;,AENW01000058,uppS,"uppS, HMPREF9406_1587, EFR35743.1",Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),-1.79,88.9,0.732,-2.45,0.0144,0.049,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),"di-trans,poly-cis-decaprenylcistransferase (EC 2.5.1.31)",positive,702,234,-0.388888888888889,26895.5303,7.65350341796875,uppS,K00806 - uppS - undecaprenyl diphosphate synthase [EC:2.5.1.31] [2.5.1.31],(H) Coenzyme metabolis,Terpenoid backbone biosynthesis; Biosynthesis of secondary metabolites,H,908340.HMPREF9406_1587,2.1399999999999995e-171,478,Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,uppS,-,2.5.1.31,ko:K00806,"ko00900,ko01110,map00900,map01110",-,R06447,"RC00279,RC02839","ko00000,ko00001,ko01000,ko01006",-,-,-,Prenyltransf,NA,NA,NA
RCHGF000303,Uncategorized;,AENW01000058,rpsT,"rpsT, HMPREF9406_1593, EFR35637.1",SSU ribosomal protein S20P,-4.27,8080,0.596,-7.16,7.82e-13,4.44e-11,SSU ribosomal protein S20P,ribosomal protein S20,negative,264,88,-0.503409090909091,9382.7789,10.7787475585938,rpsT,NA,(J) Translation,-,J,658659.HMPREF0983_01162,2.71e-47,152,Binds directly to 16S ribosomal RNA,rpsT,-,-,-,-,-,-,-,-,-,-,-,Ribosomal_S20p,NA,NA,NA
RCHGF000304,Uncategorized;,AENW01000058,gpr,"gpr, HMPREF9406_1594, EFR35676.1",Spore protease (EC 3.4.99.-),1.54,77.3,0.553,2.79,0.00534,0.0218,Spore protease (EC 3.4.99.-),GPR endopeptidase (EC 3.4.24.78),positive,873,291,-0.212027491408935,32500.5428,5.32647705078125,gpr,K06012 - gpr - spore protease [EC:3.4.24.78] [3.4.24.78],(C) Energy production and conversion,-,C,908340.HMPREF9406_1594,1.3e-205,569,"Initiates the rapid degradation of small, acid-soluble proteins during spore germination",gpr,-,3.4.24.78,ko:K06012,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Peptidase_A25,NA,NA,NA
RCHGF000310,metabolic process;cellular process;,AENW01000058,null,"HMPREF9406_1600, EFR35798.1",NA,-2,81.6,0.737,-2.71,0.0068,0.0265,NA,putative oxygen-independent coproporphyrinogen III oxidase (EC 1.3.99.22),positive,1101,367,-0.271389645776567,42322.9035000001,5.53704833984375,None,K03770 - ppiD - peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] [5.2.1.8],(H) Coenzyme metabolis,-,H,908340.HMPREF9406_1600,1.22e-271,742,Involved in the biosynthesis of porphyrin-containing compound,hemN,-,-,-,-,-,-,-,-,-,-,-,"HemN_C,Radical_SAM",NA,NA,NA
RCHGF000312,metabolic process;cellular process;,AENW01000058,rpsO,"rpsO, HMPREF9406_1602, EFR35763.1",SSU ribosomal protein S15P,-3.6,1010,0.739,-4.87,1.12e-6,1.47e-5,SSU ribosomal protein S15P,ribosomal protein S15,positive,264,88,-0.845454545454546,10519.144,10.0465698242188,rpsO,"K02956 - RP-S15, MRPS15, rpsO - small subunit ribosomal protein S15",(J) Translation,Ribosome,J,658659.HMPREF0983_01149,2.6999999999999995e-56,175,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,rpsO,-,-,ko:K02956,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S15,NA,NA,NA
RCHGF000313,metabolic process;cellular process;response to stimulus;biological regulation;,AENW01000058,pnp,"pnp, HMPREF9406_1603, EFR35667.1",Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) / Polynucleotide adenylyltransferase (EC 2.7.7.19),-1.42,1950,0.22,-6.46,1.01e-10,3.86e-9,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) / Polynucleotide adenylyltransferase (EC 2.7.7.19),polyribonucleotide nucleotidyltransferase (EC 2.7.7.8),positive,2208,736,-0.239130434782609,81042.5829000004,5.08770751953125,pnp,"K00962 - pnp, PNPT1 - polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] [2.7.7.8]",(J) Translation,Purine metabolism; Pyrimidine metabolism; RNA degradation,J,908340.HMPREF9406_1603,0,1418,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction,pnp,-,2.7.7.8,ko:K00962,"ko00230,ko00240,ko03018,map00230,map00240,map03018",M00394,"R00437,R00438,R00439,R00440",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03016,ko03019",-,-,-,"KH_1,PNPase,RNase_PH,RNase_PH_C,S1",NA,NA,NA
RCHGF000315,metabolic process;cellular process;,AENW01000058,trmB,"trmB, HMPREF9406_1605, EFR35690.1",tRNA (m(7)G46) methyltransferase (EC 2.1.1.33),-1.11,217,0.392,-2.82,0.00481,0.0201,tRNA (m(7)G46) methyltransferase (EC 2.1.1.33),tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33),positive,669,223,-0.658295964125561,26082.3729,6.11627197265625,trmB,"K03439 - trmB, METTL1, TRM8 - tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33] [2.1.1.33]",(J) Translation,-,J,908340.HMPREF9406_1605,7.789999999999999e-164,457,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,trmB,-,2.1.1.33,ko:K03439,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Methyltransf_4,NA,NA,NA
RCHGF000316,Uncategorized;,AENW01000058,null,"HMPREF9406_1606, EFR35790.1",Thioredoxin,-1.61,199,0.476,-3.38,7.19e-4,0.00409,Thioredoxin,thioredoxin,positive,327,109,-0.224770642201835,12551.2599,4.97149658203125,None,K19005 - ltaS - lipoteichoic acid synthase [EC:2.7.8.20] [2.7.8.20],"(C) Energy production and conversion; (O) Post-translational modification, protein turnover, chaperone functions",-,CO,908340.HMPREF9406_1606,3.14e-76,227,Thioredoxin,-,-,-,-,-,-,-,-,-,-,-,-,Thioredoxin,NA,NA,NA
RCHGF000319,Uncategorized;,AENW01000058,null,"HMPREF9406_1609, EFR35842.1",NA,-1.97,261,0.458,-4.3,1.74e-5,1.6e-4,NA,hypothetical protein,positive,375,125,0.104,13768.7109,4.92108154296875,None,NA,NA,-,-,908340.HMPREF9406_1609,1.76e-67,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000320,Uncategorized;,AENW01000058,null,"HMPREF9406_1610, EFR35694.1",NA,-1.11,358,0.322,-3.45,5.66e-4,0.00334,NA,hypothetical protein,positive,549,183,-1.00601092896175,21034.3169,5.58746337890625,None,NA,NA,-,-,908340.HMPREF9406_1610,2.879999999999999e-119,342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000325,Uncategorized;,AENW01000058,spoVFB,"spoVFB, HMPREF9406_1615, EFR35720.1","Dipicolinate synthase, B chain",2.47,172,0.879,2.81,0.00494,0.0206,"Dipicolinate synthase, B chain",dipicolinate synthase subunit B,positive,576,192,0.0484375,21422.5719,6.28936767578125,spoVFB,K06411 - spoVFB - dipicolinate synthase subunit B,(H) Coenzyme metabolis,-,H,908340.HMPREF9406_1615,1.3699999999999999e-135,384,"Together with DpaA, catalyzes the conversion of dihydrodipicolinate to dipicolinate (DPA)",spoVFB,-,-,ko:K06411,-,-,-,-,ko00000,-,-,-,Flavoprotein,NA,NA,NA
RCHGF000326,metabolic process;cellular process;,AENW01000058,dapA,"dapA, HMPREF9406_1616, EFR35723.1",Dihydrodipicolinate synthase (EC 4.2.1.52),1.83,668,0.553,3.31,9.21e-4,0.00503,Dihydrodipicolinate synthase (EC 4.2.1.52),dihydrodipicolinate synthase (EC 4.3.3.7),positive,864,288,-0.261111111111111,32778.3605,6.42156982421875,dapA,K01714 - dapA - 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [4.3.3.7],(E) Amino Acid metabolis and transport,Monobactam biosynthesis; Lysine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Biosynthesis of amino acids,E,908340.HMPREF9406_1616,9.99e-213,587,Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA),dapA2,-,4.3.3.7,ko:K01714,"ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00526,M00527",R10147,"RC03062,RC03063","ko00000,ko00001,ko00002,ko01000",-,-,-,DHDPS,NA,NA,NA
RCHGF000330,localization;biological regulation;,AENW01000058,fhuB,"fhuB, HMPREF9406_1620, EFR35702.1",Ferrichrome transport system permease protein fhuB,1.96,91.3,0.488,4.01,5.98e-5,4.8e-4,Ferrichrome transport system permease protein fhuB,iron(3+)-hydroxamate import system permease protein FhuB,positive,978,326,0.98957055214724,34333.8019,9.00018310546875,fhuB,K02015 - ABC.FEV.P - iron complex transport system permease protein,(P) Inorganic ion transport and metabolism,ABC transporters,P,908340.HMPREF9406_1620,4.56e-219,606,Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily,fhuB,-,-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,FecCD,ABC,membrane,cobalamin/Fe3+-siderophores
RCHGF000331,cellular process;localization;biological regulation;,AENW01000058,null,"HMPREF9406_1621, EFR35827.1",Ferrichrome transport system permease protein fhuG,1.84,31.6,0.637,2.89,0.00383,0.0167,Ferrichrome transport system permease protein fhuG,"iron chelate uptake ABC transporter, FeCT family, permease protein",positive,1005,335,0.905074626865673,35896.5218,10.6405639648438,None,K02015 - ABC.FEV.P - iron complex transport system permease protein,(P) Inorganic ion transport and metabolism,ABC transporters,P,908340.HMPREF9406_1621,1.8799999999999996e-227,628,Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily,fhuG,-,-,ko:K02015,"ko02010,map02010",M00240,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.14,-,-,FecCD,ABC,membrane,cobalamin/Fe3+-siderophores
RCHGF000333,Uncategorized;,AENW01000058,null,"HMPREF9406_1623, EFR35645.1",NA,-1.4,123,0.574,-2.44,0.0146,0.0495,NA,hypothetical protein,positive,522,174,-0.268390804597701,19766.2278,5.37078857421875,None,NA,NA,-,-,908340.HMPREF9406_1623,6.95e-127,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000343,Uncategorized;,AENW01000058,null,"HMPREF9406_1633, EFR35658.1",Maltose permease,2.09,57,0.512,4.08,4.44e-5,3.68e-4,Maltose permease,"transporter, major facilitator family protein",positive,1161,387,0.683204134366926,44188.5738000001,9.61981201171875,None,NA,(E) Amino Acid metabolis and transport; (G) Carbohydrate metabolism and transport; (P) Inorganic ion transport and metabolism,-,EGP,908340.HMPREF9406_1633,1.5300000000000001e-266,731,MFS_1 like family,-,-,-,-,-,-,-,-,-,-,-,-,-,MFS,NA,multidrug efflux
RCHGF000346,Uncategorized;,AENW01000058,null,"HMPREF9406_1637, EFR35771.1",NA,2.59,332,0.686,3.78,1.59e-4,0.00112,NA,SNARE-like domain protein,positive,564,188,0.613829787234042,21182.0805,9.27349853515625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1637,2.19e-130,370,SNARE associated Golgi protein,-,-,-,-,-,-,-,-,-,-,-,-,SNARE_assoc,NA,NA,NA
RCHGF000352,metabolic process;,AENW01000058,null,"HMPREF9406_1642, EFR35758.1",NA,1.33,82.8,0.402,3.3,9.67e-4,0.0052,NA,M42 glutamyl aminopeptidase,positive,1038,346,0.167630057803468,37162.0499000001,4.76605224609375,None,K01179 - E3.2.1.4 - endoglucanase [EC:3.2.1.4] [3.2.1.4],(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_1642,1.4299999999999999e-248,682,M42 glutamyl aminopeptidase,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M42,NA,NA,NA
RCHGF000356,Uncategorized;,AENW01000058,null,"HMPREF9406_1646, EFR35736.1",Pyruvate kinase (EC 2.7.1.40),1.02,103,0.412,2.48,0.0131,0.0451,Pyruvate kinase (EC 2.7.1.40),"Pyruvate kinase, barrel domain protein (EC 2.7.1.40)",positive,993,331,-0.069788519637462,36974.6092000001,5.62188720703125,None,NA,(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Purine metabolism; Pyruvate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; Glucagon signaling pathway; Type II diabetes mellitus; Human papillomavirus infection; Viral carcinogenesis; Central carbon metabolism in cancer,G,908340.HMPREF9406_1646,5.09e-239,657,"Pyruvate kinase, barrel domain",-,-,2.7.1.40,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,PK,NA,NA,NA
RCHGF000365,cellular process;localization;,AENW01000058,null,"HMPREF9406_1655, EFR35797.1",C4-dicarboxylate transporter large subunit,-1.64,127,0.536,-3.05,0.00226,0.0107,C4-dicarboxylate transporter large subunit,"TRAP transporter, DctM subunit",positive,1290,430,1.31279069767442,45755.4364,8.20037841796875,None,"K11690 - dctM - C4-dicarboxylate transporter, DctM subunit",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_1655,1.38e-277,763,"Trap dicarboxylate transporter, dctm subunit",-,-,-,-,-,-,-,-,-,-,-,-,"DctM,DctQ",TRAP-T,NA,C4-dicarboxylate
RCHGF000370,Uncategorized;,AENW01000058,null,"HMPREF9406_1660, EFR35718.1",NA,-1.78,185,0.533,-3.35,8.09e-4,0.00453,NA,hypothetical protein,positive,240,80,0.915,8847.7137,9.99676513671875,None,NA,NA,-,-,908340.HMPREF9406_1660,8.889999999999999e-47,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000374,Uncategorized;,AENW01000058,null,"HMPREF9406_1665, EFR35835.1",Hypothetical membrane spanning protein,-1.08,176,0.386,-2.8,0.00511,0.0211,Hypothetical membrane spanning protein,hypothetical protein,positive,1239,413,0.754479418886199,47914.0567,9.36944580078125,None,NA,(I) Lipid metabolism,-,I,908340.HMPREF9406_1665,6.08e-293,800,Acyltransferase family,-,-,-,-,-,-,-,-,-,-,-,-,Acyl_transf_3,NA,NA,NA
RCHGF000395,metabolic process;,AENW01000056,bglH_4,"bglH_4, HMPREF9406_3043, EFR36018.1",6-phospho-beta-glucosidase (EC 3.2.1.86),1.94,75.4,0.466,4.17,3.07e-5,2.66e-4,6-phospho-beta-glucosidase (EC 3.2.1.86),"glycosyl hydrolase, family 1 (EC 3.2.1.21) / 6-phospho-beta-glucosidase (EC 3.2.1.86)",negative,1431,477,-0.365618448637317,54883.7305000001,5.09063720703125,bglH_4,"K01223 - E3.2.1.86B, bglA - 6-phospho-beta-glucosidase [EC:3.2.1.86] [3.2.1.86]",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Starch and sucrose metabolism,G,908340.HMPREF9406_3043,0,1001,Belongs to the glycosyl hydrolase 1 family,-,-,3.2.1.86,ko:K01223,"ko00010,ko00500,map00010,map00500",-,"R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,GT1,-,Glyco_hydro_1,NA,NA,NA
RCHGF000403,Uncategorized;,AENW01000056,null,"HMPREF9406_3051, EFR36021.1",NA,-2.23,108,0.809,-2.75,0.0059,0.0237,NA,septum formation initiator,negative,312,104,-0.739423076923077,12001.7719,8.92510986328125,None,NA,(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_3051,2.02e-63,194,Septum formation initiator,divIC,-,-,"ko:K05589,ko:K13052",-,-,-,-,"ko00000,ko03036",-,-,-,DivIC,NA,NA,NA
RCHGF000426,cellular process;localization;,AENW01000056,null,"HMPREF9406_3074, EFR36067.1","PTS system, mannose-specific IID component (EC 2.7.1.69)",2.16,24.5,0.576,3.74,1.82e-4,0.00126,"PTS system, mannose-specific IID component (EC 2.7.1.69)",PTS system mannose/fructose/sorbose family IID component,negative,837,279,0.583870967741935,31012.6688,5.61175537109375,None,"K02796 - PTS-Man-EIID, manZ - PTS system, mannose-specific IID component",(G) Carbohydrate metabolism and transport,Fructose and mannose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Phosphotransferase system (PTS),G,908340.HMPREF9406_3074,1.67e-186,520,PTS system mannose fructose sorbose family IID component,-,-,-,ko:K02796,"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060",M00276,R02630,"RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.6.1,-,-,"EII-Sor,EIID-AGA",SSPTS,EnzymeIID,mannose/fructose
RCHGF000435,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3083, EFR36075.1",Ribulose-phosphate 3-epimerase (EC 5.1.3.1),2.2,17.2,0.735,2.99,0.00281,0.0129,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),putative ribulose-phosphate 3-epimerase,positive,717,239,-0.033054393305439,26606.2351,5.34051513671875,None,"K01783 - rpe, RPE - ribulose-phosphate 3-epimerase [EC:5.1.3.1] [5.1.3.1]",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3083,8.749999999999999e-178,494,Ribulose-phosphate 3 epimerase family,-,-,-,-,-,-,-,-,-,-,-,-,Ribul_P_3_epim,NA,NA,NA
RCHGF000442,Uncategorized;,AENW01000056,null,"HMPREF9406_3090, EFR35914.1",Jag protein,-1.21,411,0.312,-3.87,1.11e-4,8.27e-4,Jag protein,R3H domain protein,negative,612,204,-0.481372549019608,22860.5371,5.73382568359375,None,K06346 - jag - spoIIIJ-associated protein,(S) Function Unknown,-,S,908340.HMPREF9406_3090,2.7199999999999996e-141,399,R3H domain protein,jag,-,-,ko:K06346,-,-,-,-,ko00000,-,-,-,"Jag_N,KH_4,R3H",NA,NA,NA
RCHGF000443,Uncategorized;,AENW01000056,null,"HMPREF9406_3091, EFR35958.1",60 kDa inner membrane protein YIDC,-2.11,1100,0.261,-8.09,5.8e-16,5.55e-14,60 kDa inner membrane protein YIDC,"membrane protein insertase, YidC/Oxa1 family",negative,993,331,0.022054380664653,38041.4896,9.55706787109375,None,"K03217 - yidC, spoIIIJ, OXA1, ccfA - YidC/Oxa1 family membrane protein insertase",(U) Intracellular trafficing and secretion,Quorum sensing; Protein export; Bacterial secretion system,U,908340.HMPREF9406_3091,2.709999999999999e-234,645,membrane insertase activity,yidC,-,-,ko:K03217,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044,ko03029",2.A.9,-,-,60KD_IMP,Oxa1,NA,60 KD inner membrane protein OxaA homolog
RCHGF000444,Uncategorized;,AENW01000056,rnpA,"rnpA, HMPREF9406_3092, EFR36020.1",Ribonuclease P protein component (EC 3.1.26.5),-4.67,109,1.43,-3.27,0.00107,0.00567,Ribonuclease P protein component (EC 3.1.26.5),ribonuclease P protein component (EC 3.1.26.5),negative,324,108,-0.640740740740741,13065.4523,10.0322875976563,rnpA,NA,(J) Translation,-,J,908340.HMPREF9406_3092,4.33e-69,209,ribonuclease P activity,rnpA,"GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005655,GO:0005730,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0030677,GO:0030681,GO:0031123,GO:0031404,GO:0031974,GO:0031981,GO:0032991,GO:0033204,GO:0034414,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0040007,GO:0042301,GO:0042779,GO:0042780,GO:0042781,GO:0043167,GO:0043168,GO:0043170,GO:0043199,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0099116,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901681,GO:1902494,GO:1902555,GO:1905267,GO:1905348,GO:1990904",3.1.26.5,"ko:K03536,ko:K08998",-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,Ribonuclease_P,NA,NA,NA
RCHGF000449,metabolic process;cellular process;biological regulation;,AENW01000056,dnaA,"dnaA, HMPREF9406_3097, EFR36033.1",Chromosomal replication initiator protein dnaA,-1.79,385,0.382,-4.69,2.67e-6,3.1e-5,Chromosomal replication initiator protein dnaA,chromosomal replication initiator protein DnaA,positive,1356,452,-0.281637168141593,52178.4928000001,5.84661865234375,dnaA,K02313 - dnaA - chromosomal replication initiator protein,(L) Replication and repair,Two-component system; Cell cycle - Caulobacter,L,908340.HMPREF9406_3097,0,885,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids,dnaA,-,-,ko:K02313,"ko02020,ko04112,map02020,map04112",-,-,-,"ko00000,ko00001,ko03032,ko03036",-,-,-,"Bac_DnaA,Bac_DnaA_C,DnaA_N",NA,NA,NA
RCHGF000453,metabolic process;cellular process;response to stimulus;,AENW01000056,recF,"recF, HMPREF9406_3101, EFR35976.1",DNA replication and repair protein recF,-1.4,248,0.41,-3.43,6.13e-4,0.00359,DNA replication and repair protein recF,DNA replication and repair protein RecF,positive,1098,366,-0.382786885245902,42781.5993000001,6.77691650390625,recF,K03629 - recF - DNA replication and repair protein RecF,(L) Replication and repair,Homologous recombination,L,908340.HMPREF9406_3101,4.33e-260,713,"it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP",recF,-,-,ko:K03629,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,SMC_N,NA,NA,NA
RCHGF000454,metabolic process;cellular process;,AENW01000056,gyrB,"gyrB, HMPREF9406_3102, EFR36089.1",DNA gyrase subunit B (EC 5.99.1.3),-1.27,322,0.445,-2.86,0.0042,0.0179,DNA gyrase subunit B (EC 5.99.1.3),"DNA gyrase, B subunit (EC 5.99.1.3)",positive,1941,647,-0.371561051004636,72712.6915000002,5.04888916015625,gyrB,K02470 - gyrB - DNA gyrase subunit B [EC:5.6.2.2] [5.6.2.2],(L) Replication and repair,-,L,908340.HMPREF9406_3102,0,1278,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",gyrB,-,5.99.1.3,ko:K02470,-,-,-,-,"ko00000,ko01000,ko03032,ko03400",-,-,-,"DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim",NA,NA,NA
RCHGF000457,metabolic process;cellular process;response to stimulus;,AENW01000056,serS,"serS, HMPREF9406_3105, EFR35955.1",Seryl-tRNA synthetase (EC 6.1.1.11),-1.45,363,0.461,-3.15,0.00163,0.00807,Seryl-tRNA synthetase (EC 6.1.1.11),serine--tRNA ligase (EC 6.1.1.11),positive,1284,428,-0.449065420560748,48949.9973,6.02618408203125,serS,"K01875 - SARS, serS - seryl-tRNA synthetase [EC:6.1.1.11] [6.1.1.11]",(J) Translation,Aminoacyl-tRNA biosynthesis,J,908340.HMPREF9406_3105,3.00999999999998e-293,850,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)",serS,-,6.1.1.11,ko:K01875,"ko00970,map00970","M00359,M00360","R03662,R08218","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"Seryl_tRNA_N,tRNA-synt_2b",NA,NA,NA
RCHGF000460,Uncategorized;,AENW01000056,dnaX,"dnaX, HMPREF9406_3108, EFR35912.1",DNA polymerase III subunit gamma/tau (EC 2.7.7.7),-1.44,110,0.569,-2.53,0.0114,0.0402,DNA polymerase III subunit gamma/tau (EC 2.7.7.7),"DNA polymerase III, subunit gamma and tau (EC 2.7.7.7)",positive,1806,602,-0.230897009966778,68074.4376000002,5.55047607421875,dnaX,K02343 - dnaX - DNA polymerase III subunit gamma/tau [EC:2.7.7.7] [2.7.7.7],(L) Replication and repair,Purine metabolism; Pyrimidine metabolism; Metabolic pathways; DNA replication; Mismatch repair; Homologous recombination,L,908340.HMPREF9406_3108,0,1174,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity",dnaX,-,2.7.7.7,ko:K02343,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_delta2,DNA_pol3_gamma3",NA,NA,NA
RCHGF000463,Uncategorized;,AENW01000056,null,"HMPREF9406_3111, EFR36088.1",NA,-3.03,62.1,1.14,-2.66,0.00776,0.0295,NA,hypothetical protein,positive,933,311,-0.497427652733119,36761.8279,7.65557861328125,None,NA,NA,-,-,908340.HMPREF9406_3111,4.829999999999999e-227,625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000466,metabolic process;cellular process;biological regulation;,AENW01000056,null,"HMPREF9406_3114, EFR35951.1",Rod shape-determining protein rodA,-2,422,0.359,-5.58,2.46e-8,5.52e-7,Rod shape-determining protein rodA,"cell cycle protein, FtsW/RodA/SpoVE family",negative,1218,406,0.868226600985223,44696.2162,6.52008056640625,None,"K05837 - rodA, mrdB - rod shape determining protein RodA",(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_3114,8.9e-271,743,Belongs to the SEDS family,rodA,-,-,ko:K05837,-,-,-,-,"ko00000,ko03036",-,-,-,FTSW_RODA_SPOVE,NA,NA,NA
