"id","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ000140","Polyphosphate glucokinase (EC 2.7.1.63) / Polyphosphate ATP-glucomannokinase (EC 2.7.1.-) / Transcriptional regulator","ROK family protein","negative",768,256,"-0.00703125","27260.8696","5.32159423828125","None","K00886 - ppgK - polyphosphate glucokinase [EC:2.7.1.63] [2.7.1.63]","(G) Carbohydrate metabolism and transport; (K) Transcription","Glycolysis / Gluconeogenesis; Galactose metabolism; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Streptomycin biosynthesis; Neomycin, kanamycin and gentamicin biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism","GK","35760.BCHO_0814","1.93E-172","482","ROK family","ppgK","-","2.7.1.2,2.7.1.63","ko:K00845,ko:K00886","ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R01600,R01786,R02187,R02189","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000","-","-","-","ROK","NA","NA","NA"
"RVCYZ000141",,,"positive",144,"NA",,,,"None",,"NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000142","Riboflavin transporter","ECF transporter S component","positive",594,198,"0.919191919191919","21007.8975","9.94720458984375","None","K03636 - moaD, cysO - sulfur-carrier protein","(U) Intracellular trafficing and secretion","-","U","1690.BPSG_0205","2.94E-85","257","Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins","-","-","-","-","-","-","-","-","-","-","-","-","ECF_trnsprt","RFT",,"riboflavin uptake"
"RVCYZ000143","Hydroxymethylpyrimidine transport system permease protein / Hydroxymethylpyrimidine transport ATP-binding protein","energy-coupling factor transporter ATPase","positive",2295,765,"0.164052287581699","82426.6817000005","6.19415283203125","None","K16785 - ecfT - energy-coupling factor transport system permease protein; K16786 - ecfA1 - energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-] [3.6.3.-]; K16787 - ecfA2 - energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-] [3.6.3.-]","(G) Carbohydrate metabolism and transport; (P) Inorganic ion transport and metabolism","ABC transporters","GP","552531.BIF_01117","0","1480","ABC transporter, ATP-binding protein","-","-","-","ko:K16785,ko:K16786,ko:K16787","ko02010,map02010","M00582","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35","-","-","ABC_tran,CbiQ","ABC","binding","cobalt"
"RVCYZ000144","2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)","aldo/keto reductase","positive",834,278,"-0.419064748201439","31568.152","4.78155517578125","None","K01338 - lon - ATP-dependent Lon protease [EC:3.4.21.53] [3.4.21.53]","(S) Function Unknown","-","S","552531.BIF_01116","7.3E-210","578","Aldo/keto reductase family","-","-","-","-","-","-","-","-","-","-","-","-","Aldo_ket_red","NA","NA","NA"
"RVCYZ000145","Hypothetical RNA binding protein","ribosome assembly RNA-binding protein YhbY","positive",303,101,"-0.41980198019802","11298.9124","9.09625244140625","yhbY","K07574 - yhbY - RNA-binding protein","(J) Translation","-","J","552531.BIF_01751","1.9E-62","191","CRS1_YhbY","-","-","-","ko:K07574","-","-","-","-","ko00000,ko03009","-","-","-","CRS1_YhbY","NA","NA","NA"
"RVCYZ000146","Transcriptional activator tenA","thiaminase II","negative",738,246,"-0.334146341463415","28427.8947","5.32025146484375","tenA","K03707 - tenA - thiaminase (transcriptional activator TenA) [EC:3.5.99.2] [3.5.99.2]","(K) Transcription","Thiamine metabolism; Metabolic pathways","K","552531.BIF_00231","7.88E-182","506","Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway","tenA","-","3.5.99.2","ko:K03707","ko00730,ko01100,map00730,map01100","-","R02133,R09993","RC00224,RC00652,RC02832","ko00000,ko00001,ko01000,ko03000","-","-","-","TENA_THI-4","NA","NA","NA"
"RVCYZ000147",,,"negative",100,"NA",,,,"None",,"NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000148","Hypothetical membrane spanning protein","YccF domain-containing protein","positive",357,119,"1.33193277310924","12899.5711","8.58990478515625","None","K02230 - cobN - cobaltochelatase CobN [EC:6.6.1.2] [6.6.1.2]","(S) Function Unknown","-","S","552531.BIF_01752","2.52E-79","237","Inner membrane component domain","yccF","-","-","-","-","-","-","-","-","-","-","-","YccF","NA","NA","NA"
"RVCYZ000149","Hypothetical cytosolic protein","metallopeptidase family protein","negative",366,122,"-0.484426229508197","13847.4911","6.03326416015625","None",,"(S) Function Unknown","-","S","552531.BIF_00264","1.42E-85","251","Zincin-like metallopeptidase","-","-","-","-","-","-","-","-","-","-","-","-","Zincin_1","NA","NA","NA"
"RVCYZ000150","Acetyltransferase, GNAT family (EC 2.3.1.-)","GNAT family N-acetyltransferase (EC 2.3.1.-)","negative",714,238,"-0.726050420168067","27586.8107","5.19378662109375","None","K01996 - livF - branched-chain amino acid transport system ATP-binding protein","(E) Amino Acid metabolis and transport","-","E","552531.BIF_00263","9.26E-177","492","Psort location Cytoplasmic, score 8.87","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1","NA","NA","NA"
"RVCYZ000151","DNA binding protein","DUF6508 domain-containing protein","negative",1563,521,"-0.235700575815739","59137.9145000002","5.38323974609375","None",,"NA","-","-","552531.BIF_00585","0","1058","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000152",,"hypothetical protein","negative",150,50,"-0.72","5728.419","5.13519287109375","None",,"NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000153","Transposase","IS256 family transposase","negative",1077,359,"-0.431754874651811","40559.4949000001","8.44268798828125","None","K07493 - K07493 - putative transposase","(L) Replication and repair","-","L","552531.BIF_00760","8.63E-255","699","Transposase, Mutator family","-","-","-","-","-","-","-","-","-","-","-","-","Transposase_mut","NA","NA","NA"
"RVCYZ000154","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","AMP-dependent synthetase/ligase","positive",1887,629,"-0.126073131955485","68557.2679000002","5.48529052734375","None","K01897 - ACSL, fadD - long-chain acyl-CoA synthetase [EC:6.2.1.3] [6.2.1.3]","(I) Lipid metabolism","Fatty acid biosynthesis; Fatty acid degradation; Metabolic pathways; Fatty acid metabolism; Quorum sensing; PPAR signaling pathway; Peroxisome; Ferroptosis; Thermogenesis; Adipocytokine signaling pathway","I","552531.BIF_00385","0","1259","AMP-binding enzyme","-","-","6.2.1.3","ko:K01897","ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920","M00086","R01280","RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147","4.C.1.1","-","-","AMP-binding","NA","NA","NA"
"RVCYZ000155","Multidrug resistance protein B","MFS transporter","negative",1500,500,"0.901400000000002","52497.9499000001","9.93426513671875","None","K18926 - lmrB - MFS transporter, DHA2 family, lincomycin resistance protein","(E) Amino Acid metabolis and transport; (G) Carbohydrate metabolism and transport; (P) Inorganic ion transport and metabolism","-","EGP","552531.BIF_00308","0","927","Major Facilitator Superfamily","-","-","-","-","-","-","-","-","-","-","-","-","MFS_1,Sugar_tr","MFS",,"multidrug efflux (EmrB/QacA subfamily)"
"RVCYZ000156","ATPase, AAA family","replication-associated recombination protein A","negative",1512,504,"-0.323015873015873","54572.9060000001","5.62298583984375","None","K07478 - ycaJ - putative ATPase","(L) Replication and repair","-","L","552531.BIF_00505","0","954","Recombination factor protein RarA","rarA","-","-","ko:K07478","-","-","-","-","ko00000","-","-","-","AAA,AAA_assoc_2,MgsA_C,RuvB_N","NA","NA","NA"
"RVCYZ000157","ATP-dependent helicase (EC 3.6.4-)","DUF3516 domain-containing protein","positive",2553,851,"-0.404700352526439","95824.4195000005","4.77728271484375","None",,"(L) Replication and repair","-","L","552531.BIF_00504","0","1690","DEAD DEAH box helicase","-","-","-","-","-","-","-","-","-","-","-","-","DEAD,DUF3516,Helicase_C","NA","NA","NA"
"RVCYZ000158","Polyphosphate kinase family protein (EC 2.7.4.-)","polyphosphate kinase 2 family protein","negative",966,322,"-0.603726708074534","36857.9789000001","6.38677978515625","None","K07240 - chrA - chromate transporter; K16137 - nemR - TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon","(S) Function Unknown","-","S","552531.BIF_01792","1.25E-239","657","Polyphosphate kinase 2 (PPK2)","-","-","-","-","-","-","-","-","-","-","-","-","PPK2","NA","NA","NA"
"RVCYZ000159","Glutamate transport system permease protein gluD","amino acid ABC transporter permease","negative",1089,363,"0.318457300275483","40374.7037000001","8.46221923828125","None","K10007 - gluD - glutamate transport system permease protein","(E) Amino Acid metabolis and transport","ABC transporters","E","552531.BIF_00776","1.1E-256","704","Binding-protein-dependent transport system inner membrane component","gluD","-","-","ko:K10007","ko02010,map02010","M00233","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.3.9","-","-","BPD_transp_1","ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"RVCYZ000160","Glutamate transport system permease protein gluC","ABC transporter permease subunit","negative",675,225,"0.842666666666667","24519.0124","9.74871826171875","None","K10006 - gluC - glutamate transport system permease protein","(E) Amino Acid metabolis and transport","ABC transporters","E","552531.BIF_00777","2.23E-142","404","Binding-protein-dependent transport system inner membrane component","gluC","-","-","ko:K10006","ko02010,map02010","M00233","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.3.9","-","-","BPD_transp_1","ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"RVCYZ000161","Glutamate-binding protein","glutamate ABC transporter substrate-binding protein","negative",837,279,"-0.374551971326165","30252.9026","5.49078369140625","None","K10005 - gluB - glutamate transport system substrate-binding protein","(E) Amino Acid metabolis and transport; (T) Signal Transduction","ABC transporters","ET","552531.BIF_00778","1.51E-198","550","Belongs to the bacterial solute-binding protein 3 family","gluB","-","-","ko:K10005","ko02010,map02010","M00233","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.3.9","-","-","SBP_bac_3","ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"RVCYZ000162","Glutamate transport ATP-binding protein gluA","amino acid ABC transporter ATP-binding protein","negative",783,261,"-0.22911877394636","28977.9624","5.30999755859375","None","K10008 - gluA - glutamate transport system ATP-binding protein [EC:7.4.2.1] [7.4.2.1]","(E) Amino Acid metabolis and transport","ABC transporters","E","552531.BIF_00779","1.1E-182","508","ATP-binding protein of ABC transporter for glutamate K02028","gluA","-","-","ko:K10008","ko02010,map02010","M00233","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.3.9","-","-","ABC_tran","ABC","binding","phosphate"
"RVCYZ000163","cinnamoyl ester hydrolase (EC 3.1.1.-)","alpha/beta fold hydrolase","negative",786,262,"-0.102671755725191","28248.6409","5.49505615234375","None","K06889 - K06889 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_00780","1.4E-189","526","Serine aminopeptidase, S33","-","-","-","ko:K06889","-","-","-","-","ko00000","-","-","-","Abhydrolase_6,Hydrolase_4","NA","NA","NA"
"RVCYZ000164","Hypothetical cytosolic protein","DUF349 domain-containing protein","negative",1416,472,"-0.770762711864405","52337.7911000002","5.66888427734375","None","K02300 - cyoD - cytochrome o ubiquinol oxidase subunit IV","(S) Function Unknown","-","S","552531.BIF_00028","5.33E-294","809","Domain of Unknown Function (DUF349)","-","-","-","-","-","-","-","-","-","-","-","-","DUF349","NA","NA","NA"
"RVCYZ000165","Histidyl-tRNA synthetase (EC 6.1.1.21)","histidine--tRNA ligase (EC 6.1.1.21)","positive",1398,466,"-0.305579399141631","51403.3526000001","4.99969482421875","hisS","K01892 - HARS, hisS - histidyl-tRNA synthetase [EC:6.1.1.21] [6.1.1.21]","(J) Translation","Aminoacyl-tRNA biosynthesis","J","552531.BIF_00016","0","932","Histidyl-tRNA synthetase","hisS","-","6.1.1.21","ko:K01892","ko00970,map00970","M00359,M00360","R03655","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016","-","-","-","HGTP_anticodon,tRNA-synt_His","NA","NA","NA"
"RVCYZ000166","Aspartyl-tRNA synthetase (EC 6.1.1.12)","aspartate--tRNA ligase (EC 6.1.1.12)","positive",1800,600,"-0.491999999999999","67275.7785000003","4.89190673828125","aspS","K01876 - aspS - aspartyl-tRNA synthetase [EC:6.1.1.12] [6.1.1.12]","(J) Translation","Aminoacyl-tRNA biosynthesis","J","552531.BIF_02065","0","1208","Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn)","aspS","GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944","6.1.1.12","ko:K01876","ko00970,map00970","M00359,M00360","R05577","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029","-","-","-","GAD,tRNA-synt_2,tRNA_anti-codon","NA","NA","NA"
"RVCYZ000167","Negative regulator of genetic competence clpC/mecB / Hemolysin TlyB","ATP-dependent Clp protease ATP-binding subunit","negative",2550,850,"-0.443882352941175","94224.8050000007","5.30804443359375","None","K03696 - clpC - ATP-dependent Clp protease ATP-binding subunit ClpC","(O) Post-translational modification, protein turnover, chaperone functions","Metabolic pathways","O","552531.BIF_00332","0","1588","ATPase family associated with various cellular activities (AAA)","clpC","GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0008150,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030312,GO:0040007,GO:0042802,GO:0042803,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0071944","-","ko:K03696","ko01100,map01100","-","-","-","ko00000,ko03110","-","-","-","AAA,AAA_2,ClpB_D2-small,Clp_N,UVR","NA","NA","NA"
"RVCYZ000168","Universal stress protein family","universal stress protein","positive",975,325,"-0.148307692307692","35201.0993","5.03594970703125","None","K11939 - rhtA - inner membrane transporter RhtA","(T) Signal Transduction","-","T","552531.BIF_00719","1.7E-234","645","Belongs to the universal stress protein A family","uspA","-","-","-","-","-","-","-","-","-","-","-","Usp","NA","NA","NA"
"RVCYZ000169","Hypothetical protein","hypothetical protein","positive",1020,340,"-0.754411764705883","35255.5333000001","4.81781005859375","None",,"NA","-","-","552531.BIF_00718","6.14E-178","503","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000170","Hypothetical protein","DUF3027 domain-containing protein","negative",1128,376,"-0.592021276595745","41254.3963000001","4.11553955078125","None","K03074 - secF - preprotein translocase subunit SecF","(S) Function Unknown","-","S","552531.BIF_00934","4.88E-266","729","Protein of unknown function (DUF3027)","-","-","-","-","-","-","-","-","-","-","-","-","DUF3027","NA","NA","NA"
"RVCYZ000171","Cold shock protein","cold shock domain-containing protein","negative",387,129,"-0.367441860465116","13970.8042","9.51654052734375","None","K03704 - cspA - cold shock protein","(K) Transcription","-","K","552531.BIF_00935","7.95E-88","259","'Cold-shock' DNA-binding domain","cspB","-","-","ko:K03704","-","-","-","-","ko00000,ko03000","-","-","-","CSD","NA","NA","NA"
"RVCYZ000172","Two component system histidine kinase (EC 2.7.13.3)","HAMP domain-containing sensor histidine kinase","negative",1743,581,"-0.116179001721171","62882.0375000003","5.82525634765625","None","K02484 - K02484 - two-component system, OmpR family, sensor kinase [EC:2.7.13.3] [2.7.13.3]","(T) Signal Transduction","-","T","552531.BIF_00936","0","1115","ATPase histidine kinase DNA gyrase B HSP90 domain protein","phoR","-","2.7.13.3","ko:K02484","-","-","-","-","ko00000,ko01000,ko01001,ko02022","-","-","-","HAMP,HATPase_c,HisKA","NA","NA","NA"
"RVCYZ000173","Two-component response regulator","response regulator transcription factor","negative",735,245,"-0.25469387755102","27422.7814","4.76837158203125","None","K02483 - K02483 - two-component system, OmpR family, response regulator","(K) Transcription; (T) Signal Transduction","-","KT","552531.BIF_00892","4.23E-171","478","Response regulator receiver domain protein","phoP","-","-","ko:K02483","-","-","-","-","ko00000,ko02022","-","-","-","Response_reg,Trans_reg_C","NA","NA","NA"
"RVCYZ000174","Hypothetical membrane associated protein","hypothetical protein","negative",1005,335,"-0.288955223880597","35935.7313000001","4.52630615234375","None",,"NA","-","-","552531.BIF_00891","1.78E-202","566","-","-","-","-","-","-","-","-","-","-","-","-","-","TPM_phosphatase","LIC",,"unknown substrate"
"RVCYZ000175","Hypothetical protein","WXG100 family type VII secretion target","positive",291,97,"-0.129896907216495","10602.7488","4.60650634765625","None","K02379 - fdhD - FdhD protein; K07259 - dacB - serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-] [3.4.16.4 3.4.21.-]","(S) Function Unknown","-","S","552531.BIF_00890","2.56E-56","176","Proteins of 100 residues with WXG","-","-","-","-","-","-","-","-","-","-","-","-","WXG100","NA","NA","NA"
"RVCYZ000176","60 kDa chaperonin GROEL","chaperonin GroEL","negative",1611,537,"-0.095158286778399","56437.2372000001","4.69464111328125","groL","K04077 - groEL, HSPD1 - chaperonin GroEL","(O) Post-translational modification, protein turnover, chaperone functions","RNA degradation; Longevity regulating pathway - worm; Type I diabetes mellitus; Legionellosis; Tuberculosis","O","552531.BIF_00400","0","1010","Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions","groL","GO:0001666,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006458,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0016020,GO:0016465,GO:0022610,GO:0030112,GO:0030312,GO:0030313,GO:0031975,GO:0032991,GO:0036293,GO:0040007,GO:0042026,GO:0042603,GO:0043388,GO:0044093,GO:0044183,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0050896,GO:0051082,GO:0051098,GO:0051099,GO:0051101,GO:0051704,GO:0061077,GO:0065007,GO:0065009,GO:0070482,GO:0071944,GO:0101031,GO:1990220,GO:2000677,GO:2000679","-","ko:K04077","ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152","-","-","-","ko00000,ko00001,ko03019,ko03029,ko03110,ko04147","-","-","-","Cpn60_TCP1","NA","NA","NA"
"RVCYZ000177","Cold shock protein","cold shock domain-containing protein","negative",210,70,"-0.447142857142857","7748.6136","6.71795654296875","None","K03704 - cspA - cold shock protein","(K) Transcription","-","K","552531.BIF_01928","4.22E-45","145","'Cold-shock' DNA-binding domain","cspA","-","-","ko:K03704","-","-","-","-","ko00000,ko03000","-","-","-","CSD","NA","NA","NA"
"RVCYZ000178","Hypothetical membrane associated protein","LytR C-terminal domain-containing protein","negative",681,227,"-0.42863436123348","23648.4547","4.70538330078125","None","K00127 - fdoI, fdsG - formate dehydrogenase subunit gamma; K02302 - cysG - uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4] [1.3.1.76 2.1.1.107 4.99.1.4]","(S) Function Unknown","-","S","552531.BIF_01163","9.65E-114","333","LytR cell envelope-related transcriptional attenuator","-","-","-","-","-","-","-","-","-","-","-","-","LytR_C","NA","NA","NA"
"RVCYZ000179","Uracil-DNA glycosylase (EC 3.2.2.27)","uracil-DNA glycosylase (EC 3.2.2.27)","positive",717,239,"-0.27907949790795","26308.8427","6.79473876953125","None","K03648 - UNG, UDG - uracil-DNA glycosylase [EC:3.2.2.27] [3.2.2.27]","(L) Replication and repair","Base excision repair; Primary immunodeficiency","L","552531.BIF_01164","1.57E-180","501","Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine","ung","GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360","3.2.2.27","ko:K03648","ko03410,ko05340,map03410,map05340","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","UDG","NA","NA","NA"
"RVCYZ000180","MoxR-like ATPase (EC 3.6.3.-)","MoxR family ATPase","positive",1062,354,"-0.028531073446328","38371.5054000001","5.63409423828125","None","K03924 - moxR - MoxR-like ATPase [EC:3.6.3.-] [3.6.3.-]","(S) Function Unknown","-","S","552531.BIF_01165","1.79E-246","677","ATPase family associated with various cellular activities (AAA)","moxR","-","-","ko:K03924","-","-","-","-","ko00000,ko01000","-","-","-","AAA_3","NA","NA","NA"
"RVCYZ000181","Hypothetical cytosolic protein","DUF58 domain-containing protein","positive",963,321,"-0.231152647975078","35681.1595000001","6.67462158203125","None","K03750 - moeA - molybdopterin molybdotransferase [EC:2.10.1.1] [2.10.1.1]","(S) Function Unknown","-","S","552531.BIF_01166","1.98E-231","637","Protein of unknown function DUF58","-","-","-","-","-","-","-","-","-","-","-","-","DUF58","NA","NA","NA"
"RVCYZ000182","Hypothetical membrane associated protein","hypothetical protein","positive",510,170,"-0.100588235294118","19093.6972","7.78668212890625","None","K03638 - moaB - molybdopterin adenylyltransferase [EC:2.7.7.75] [2.7.7.75]","NA","-","-","552531.BIF_01927","9.9E-116","332","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000183","Von Willebrand factor type A domain protein","VWA domain-containing protein","positive",1059,353,"-0.068555240793201","38907.662","5.08892822265625","None","K03182 - ubiD - 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98] [4.1.1.98]; K03635 - MOCS2B, moaE - molybdopterin synthase catalytic subunit [EC:2.8.1.12] [2.8.1.12]","(S) Function Unknown","-","S","552531.BIF_00732","1.13E-249","686","von Willebrand factor (vWF) type A domain","-","-","-","ko:K07114","-","-","-","-","ko00000,ko02000","1.A.13.2.2,1.A.13.2.3","-","-","VWA,VWA_2","NA","NA","NA"
"RVCYZ000184","Von Willebrand factor type A domain protein","VWA domain-containing protein","positive",1002,334,"0.103293413173653","35440.7518","5.29632568359375","None","K07114 - yfbK - Ca-activated chloride channel homolog","(S) Function Unknown","-","S","552531.BIF_00731","1.23E-230","637","von Willebrand factor (vWF) type A domain","-","-","-","ko:K07114","-","-","-","-","ko00000,ko02000","1.A.13.2.2,1.A.13.2.3","-","-","VWA,VWA_2","NA","NA","NA"
"RVCYZ000185","Hypothetical membrane associated protein","DUF6466 family protein","positive",597,199,"-0.703015075376885","21606.435","4.85198974609375","None",,"NA","-","-","552531.BIF_00804","1.09E-125","360","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000186","Hypothetical protein","hypothetical protein","positive",276,92,"0.2","9697.0611","5.45330810546875","None",,"NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000187","Alpha/beta hydrolase fold protein","alpha/beta hydrolase","positive",1548,516,"-0.210658914728682","55156.9524000002","5.44110107421875","None","K00029 - E1.1.1.40, maeB - malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [1.1.1.40]; K01061 - E3.1.1.45 - carboxymethylenebutenolidase [EC:3.1.1.45] [3.1.1.45]","(S) Function Unknown","-","S","552531.BIF_00802","0","1010","PGAP1-like protein","-","-","-","-","-","-","-","-","-","-","-","-","Abhydrolase_6,Abhydrolase_8,PGAP1","NA","NA","NA"
"RVCYZ000188","Adenylosuccinate lyase (EC 4.3.2.2)","adenylosuccinate lyase (EC 4.3.2.2)","positive",1443,481,"-0.228898128898129","53498.8858000001","5.15252685546875","purB","K01756 - purB, ADSL - adenylosuccinate lyase [EC:4.3.2.2] [4.3.2.2]","(F) Nucleotide metabolism and transport","Purine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","552531.BIF_00886","0","968","Adenylosuccinate lyase C-terminal","purB","-","4.3.2.2","ko:K01756","ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130","M00048,M00049","R01083,R04559","RC00379,RC00444,RC00445","ko00000,ko00001,ko00002,ko01000","-","-","-","ASL_C,Lyase_1","NA","NA","NA"
"RVCYZ000189","Hypothetical membrane spanning protein","lysylphosphatidylglycerol synthase transmembrane domain-containing protein","positive",2502,834,"0.438129496402879","90491.3165000007","8.54974365234375","None","K09761 - rsmE - 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193] [2.1.1.193]","(S) Function Unknown","-","S","552531.BIF_01346","0","1590","Lysylphosphatidylglycerol synthase TM region","-","-","-","-","-","-","-","-","-","-","-","-","LPG_synthase_TM","P-ATPase",,"unknown substrate"
"RVCYZ000190","DNA-binding protein HU","HU family DNA-binding protein","positive",279,93,"-0.270967741935484","9922.32419999999","10.0664672851563","None","K03530 - hupB - DNA-binding protein HU-beta","(L) Replication and repair","-","L","552531.BIF_01345","4.7E-57","177","Belongs to the bacterial histone-like protein family","hup","GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141","-","ko:K03530","-","-","-","-","ko00000,ko03032,ko03036,ko03400","-","-","-","Bac_DNA_binding","NA","NA","NA"
