id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ000417,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000557, extdb:pgaptmp_000557",Acetyl-/propionyl-coenzyme A carboxylase alpha chain,-1.18,5590,0.109,-10.8,4.81e-27,3.55e-26,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,biotin carboxylase N-terminal domain-containing protein,positive,1872,624,-0.335096153846154,68141.5733000002,5.31036376953125,None,"K11263 - bccA, pccA - acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14] [6.3.4.14 6.4.1.2 6.4.1.3]",(I) Lipid metabolism,"Fatty acid biosynthesis; Valine, leucine and isoleucine degradation; Pyruvate metabolism; Glyoxylate and dicarboxylate metabolism; Propanoate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Fatty acid metabolism",I,552531.BIF_01199,0,1249,"Carbamoyl-phosphate synthase L chain, ATP binding domain protein",accC,-,"6.3.4.14,6.4.1.2,6.4.1.3",ko:K11263,"ko00061,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00741","R00742,R01859,R04385","RC00040,RC00097,RC00253,RC00367,RC00609","ko00000,ko00001,ko00002,ko01000",-,-,-,"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2",NA,NA,NA
RVCYZ000419,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000559, extdb:pgaptmp_000559",Fatty acid synthase [Includes:;;;;;;] (EC 2.3.1.85),-1.03,27200,0.0974,-10.6,3.61e-26,2.57e-25,Fatty acid synthase [Includes:;;;;;;] (EC 2.3.1.85),type I polyketide synthase,positive,9315,3105,-0.081320450885669,332095.268300003,4.82647705078125,None,"K11533 - fas - fatty acid synthase, bacteria type [EC:2.3.1.-] [2.3.1.-]",(I) Lipid metabolism,Fatty acid biosynthesis; Metabolic pathways; Fatty acid metabolism; Insulin resistance,I,552531.BIF_00783,0,6047,"Beta-ketoacyl synthase, C-terminal domain",fas,-,-,ko:K11533,"ko00061,ko01100,ko01212,ko04931,map00061,map01100,map01212,map04931","M00082,M00083","R01624,R01626,R04355,R04428,R04429,R04533,R04534,R04535,R04536,R04537,R04543,R04544,R04566,R04568,R04724,R04726,R04952,R04953,R04954,R04955,R04957,R04958,R04960,R04961,R04963,R04964,R04965,R04966,R04968,R04969,R07762,R07763,R07764,R07765,R10700","RC00004,RC00029,RC00039,RC00052,RC00076,RC00117,RC00831,RC01095,RC02727,RC02728,RC02729,RC02857,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"Acyl_transf_1,DUF1729,Ketoacyl-synt_C,MaoC_dehydratas,SAT,ketoacyl-synt",NA,NA,NA
RVCYZ000423,metabolic process;cellular process;biological regulation;,NODE_2_length_292055_cov_35.121020,rpsO,"rpsO, pgaptmp_000564, extdb:pgaptmp_000564",SSU ribosomal protein S15P,-1.45,3990,0.161,-9.01,2.13e-19,1.09e-18,SSU ribosomal protein S15P,30S ribosomal protein S15,positive,267,89,-0.59438202247191,10424.924,9.62408447265625,rpsO,"K02956 - RP-S15, MRPS15, rpsO - small subunit ribosomal protein S15",(J) Translation,Ribosome,J,552531.BIF_00418,3.109999999999999e-55,173,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,rpsO,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0015935,GO:0016020,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904",-,ko:K02956,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S15,NA,NA,NA
RVCYZ000424,metabolic process;cellular process;response to stimulus;biological regulation;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000565, extdb:pgaptmp_000565",Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) / Polynucleotide adenylyltransferase (EC 2.7.7.19),-1.04,30200,0.119,-8.72,2.72e-18,1.3e-17,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) / Polynucleotide adenylyltransferase (EC 2.7.7.19),polyribonucleotide nucleotidyltransferase (EC 2.7.7.8),positive,2619,873,-0.645704467353953,97725.9647000007,5.05596923828125,None,"K00962 - pnp, PNPT1 - polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] [2.7.7.8]",(J) Translation,Purine metabolism; Pyrimidine metabolism; RNA degradation,J,552531.BIF_00099,0,1563,Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction,pnp,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944",2.7.7.8,ko:K00962,"ko00230,ko00240,ko03018,map00230,map00240,map03018",M00394,"R00437,R00438,R00439,R00440",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03016,ko03019",-,-,-,"KH_1,PNPase,RNase_PH,RNase_PH_C,S1",NA,NA,NA
RVCYZ000436,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000577, extdb:pgaptmp_000577",Cell division protein,-1.15,12100,0.106,-10.8,2.3700000000000003e-27,1.79e-26,Cell division protein,cell division protein,positive,1716,572,-0.842482517482516,62046.8521000003,4.64007568359375,None,NA,(D) Cell cycle control and mitosis,-,D,552531.BIF_00558,3.73e-192,558,nuclear chromosome segregation,-,-,-,-,-,-,-,-,-,-,-,-,DivIVA,NA,NA,NA
RVCYZ000448,cellular process;localization;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000589, extdb:pgaptmp_000589",Guanine-hypoxanthine permease,-1.31,8050,0.107,-12.3,1.2e-34,1.3e-33,Guanine-hypoxanthine permease,NCS2 family permease,positive,1392,464,0.874137931034484,48736.0521000001,6.31475830078125,None,"K06901 - pbuG - putative MFS transporter, AGZA family, xanthine/uracil permease",(S) Function Unknown,-,S,552531.BIF_01233,0,869,Permease family,-,-,-,ko:K06901,-,-,-,-,"ko00000,ko02000",2.A.1.40,-,-,Xan_ur_permease,NCS2,NA,xanthine/uracil
RVCYZ000450,metabolic process;cellular process;biological regulation;,NODE_2_length_292055_cov_35.121020,rplJ,"rplJ, pgaptmp_000591, extdb:pgaptmp_000591",LSU ribosomal protein L10P,-2.68,21400,0.172,-15.5,1.76e-54,6.4299999999999995e-53,LSU ribosomal protein L10P,50S ribosomal protein L10,positive,519,173,-0.189017341040462,18811.4233,8.68524169921875,rplJ,"K02864 - RP-L10, MRPL10, rplJ - large subunit ribosomal protein L10",(J) Translation,Ribosome,J,552531.BIF_01235,2.13e-114,330,"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors",rplJ,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02864,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L10,NA,NA,NA
RVCYZ000451,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplL,"rplL, pgaptmp_000592, extdb:pgaptmp_000592",LSU ribosomal protein L12P (L7/L12),-2.18,12700,0.172,-12.7,5.04e-37,6.15e-36,LSU ribosomal protein L12P (L7/L12),50S ribosomal protein L7/L12,positive,378,126,0.010317460317461,13226.9531,4.53045654296875,rplL,"K02935 - RP-L7, MRPL12, rplL - large subunit ribosomal protein L7/L12",(J) Translation,Ribosome,J,552531.BIF_01236,9.38e-68,207,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation,rplL,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",-,ko:K02935,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L12,Ribosomal_L12_N",NA,NA,NA
RVCYZ000459,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000600, extdb:pgaptmp_000600",Hypothetical membrane associated protein,-1.68,8160,0.115,-14.6,4.16e-48,1.03e-46,Hypothetical membrane associated protein,hypothetical protein,positive,1221,407,-0.443243243243243,44768.6722000002,6.04083251953125,None,"K04058 - yscW, sctW - type III secretion protein W",NA,-,-,552531.BIF_01374,1.73e-257,710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ABC,membrane,toxin secretion
RVCYZ000460,cellular process;,NODE_2_length_292055_cov_35.121020,groES,"groES, pgaptmp_000601, extdb:pgaptmp_000601",10 kDa chaperonin GROES,-1.71,3400,0.179,-9.54,1.4400000000000001e-21,8.4e-21,10 kDa chaperonin GROES,co-chaperone GroES,positive,294,98,-0.372448979591837,10679.0023,4.99139404296875,groES,"K04078 - groES, HSPE1 - chaperonin GroES","(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_00675,4.5500000000000005e-64,195,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10,NA,NA,NA
RVCYZ000461,Uncategorized;,NODE_2_length_292055_cov_35.121020,rpmG,"rpmG, pgaptmp_000605, extdb:pgaptmp_000605",LSU ribosomal protein L33P,-1.32,1460,0.198,-6.69,2.21e-11,6.69e-11,LSU ribosomal protein L33P,50S ribosomal protein L33,positive,168,56,-0.9625,6479.527,10.0537719726563,rpmG,"K02913 - RP-L33, MRPL33, rpmG - large subunit ribosomal protein L33",(J) Translation,Ribosome,J,552531.BIF_00677,2.0599999999999998e-35,120,Ribosomal protein L33,rpmG,-,-,ko:K02913,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L33,NA,NA,NA
RVCYZ000464,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000608, extdb:pgaptmp_000608",Ferredoxin,-1.44,1480,0.143,-10.1,9.159999999999999e-24,5.779999999999999e-23,Ferredoxin,ferredoxin family protein,positive,321,107,-0.200934579439252,11629.9471,3.95111083984375,None,"K03220 - yscD, sctD, ssaD - type III secretion protein D",(C) Energy production and conversion,-,C,552531.BIF_00932,4.15e-80,236,4Fe-4S binding domain,fdxA,"GO:0001666,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0009605,GO:0009607,GO:0009628,GO:0036293,GO:0043207,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0070482,GO:0075136",-,ko:K05524,-,-,-,-,ko00000,-,-,-,Fer4,NA,NA,NA
RVCYZ000470,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,malQ,"malQ, pgaptmp_000615, extdb:pgaptmp_000615",4-alpha-glucanotransferase (EC 2.4.1.25),-1.91,15600,0.118,-16.2,2.29e-59,1.0899999999999999e-57,4-alpha-glucanotransferase (EC 2.4.1.25),4-alpha-glucanotransferase (EC 2.4.1.25),positive,2166,722,-0.335457063711911,81239.7073000003,4.84185791015625,malQ,K00705 - malQ - 4-alpha-glucanotransferase [EC:2.4.1.25] [2.4.1.25],(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways,G,552531.BIF_01314,0,1483,4-alpha-glucanotransferase,malQ,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",2.4.1.25,ko:K00705,"ko00500,ko01100,map00500,map01100",-,R05196,RC00049,"ko00000,ko00001,ko01000",-,GH77,-,Glyco_hydro_77,NA,NA,NA
RVCYZ000471,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplM,"rplM, pgaptmp_000616, extdb:pgaptmp_000616",LSU ribosomal protein L13P,-2.88,31800,0.147,-19.5,5.72e-85,7.67e-83,LSU ribosomal protein L13P,50S ribosomal protein L13,positive,447,149,-0.473825503355705,16618.9779,9.62933349609375,rplM,"K02871 - RP-L13, MRPL13, rplM - large subunit ribosomal protein L13",(J) Translation,Ribosome,J,552531.BIF_00272,1.31e-103,299,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly",rplM,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02871,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L13,NA,NA,NA
RVCYZ000472,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rpsI,"rpsI, pgaptmp_000617, extdb:pgaptmp_000617",SSU ribosomal protein S9P,-2.41,6480,0.173,-13.9,6.38e-44,1.1899999999999998e-42,SSU ribosomal protein S9P,30S ribosomal protein S9,positive,489,163,-0.450306748466258,17423.5345,10.3037719726563,rpsI,"K02996 - RP-S9, MRPS9, rpsI - small subunit ribosomal protein S9",(J) Translation,Ribosome,J,552531.BIF_00273,6.690000000000001e-97,283,Belongs to the universal ribosomal protein uS9 family,rpsI,"GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02996,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S9,NA,NA,NA
RVCYZ000478,metabolic process;cellular process;biological regulation;,NODE_2_length_292055_cov_35.121020,rpsJ,"rpsJ, pgaptmp_000623, extdb:pgaptmp_000623",SSU ribosomal protein S10P,-2.39,18700,0.163,-14.7,6.55e-49,1.6499999999999998e-47,SSU ribosomal protein S10P,30S ribosomal protein S10,positive,306,102,-0.364705882352941,11570.3229,8.73602294921875,rpsJ,"K02946 - RP-S10, MRPS10, rpsJ - small subunit ribosomal protein S10",(J) Translation,Ribosome,J,1690.BPSG_0572,6.579999999999999e-68,205,Involved in the binding of tRNA to the ribosomes,rpsJ,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02946,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S10,NA,NA,NA
RVCYZ000479,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplC,"rplC, pgaptmp_000624, extdb:pgaptmp_000624",LSU ribosomal protein L3P,-1.92,18800,0.148,-13,8.56e-39,1.13e-37,LSU ribosomal protein L3P,50S ribosomal protein L3,positive,648,216,-0.409722222222223,23208.2703,10.0360717773438,rplC,"K02906 - RP-L3, MRPL3, rplC - large subunit ribosomal protein L3",(J) Translation,Ribosome,J,552531.BIF_00968,1.0599999999999999e-153,431,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit",rplC,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",-,ko:K02906,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L3,NA,NA,NA
RVCYZ000480,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplD,"rplD, pgaptmp_000625, extdb:pgaptmp_000625",LSU ribosomal protein L1E (= L4P),-1.76,23500,0.122,-14.4,4.17e-47,9.879999999999999e-46,LSU ribosomal protein L1E (= L4P),50S ribosomal protein L4,positive,654,218,-0.274770642201835,23445.2667,9.85260009765625,rplD,"K02926 - RP-L4, MRPL4, rplD - large subunit ribosomal protein L4",(J) Translation,Ribosome,J,552531.BIF_00668,3.4099999999999995e-151,425,Forms part of the polypeptide exit tunnel,rplD,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02926,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L4,NA,NA,NA
RVCYZ000481,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplW,"rplW, pgaptmp_000626, extdb:pgaptmp_000626",LSU ribosomal protein L23P,-1.8,4110,0.168,-10.7,9.960000000000001e-27,7.26e-26,LSU ribosomal protein L23P,50S ribosomal protein L23,positive,294,98,-0.285714285714286,10910.5141,10.2799682617188,rplW,"K02892 - RP-L23, MRPL23, rplW - large subunit ribosomal protein L23",(J) Translation,Ribosome,J,552531.BIF_00669,1.7899999999999997e-61,189,One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome,rplW,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02892,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L23,NA,NA,NA
RVCYZ000482,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplB,"rplB, pgaptmp_000627, extdb:pgaptmp_000627",LSU ribosomal protein L2P,-1.7,35000,0.128,-13.3,1.93e-40,2.93e-39,LSU ribosomal protein L2P,50S ribosomal protein L2,positive,828,276,-0.908695652173913,30438.359,11.3095092773438,rplB,"K02886 - RP-L2, MRPL2, rplB - large subunit ribosomal protein L2",(J) Translation,Ribosome,J,552531.BIF_00670,2.3199999999999997e-196,544,"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity",rplB,"GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02886,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L2,Ribosomal_L2_C",NA,NA,NA
RVCYZ000483,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rpsS,"rpsS, pgaptmp_000628, extdb:pgaptmp_000628",SSU ribosomal protein S19P,-1.56,6100,0.171,-9.12,7.5e-20,3.92e-19,SSU ribosomal protein S19P,30S ribosomal protein S19,positive,276,92,-0.791304347826087,10522.0024,10.4415893554688,rpsS,"K02965 - RP-S19, rpsS - small subunit ribosomal protein S19",(J) Translation,Ribosome,J,552531.BIF_01966,6.950000000000001e-63,192,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,rpsS,"GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006996,GO:0008150,GO:0009987,GO:0015935,GO:0016020,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0071944,GO:1990904",-,ko:K02965,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S19,NA,NA,NA
