id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ000301,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000433, extdb:pgaptmp_000433",NA,1.21,4750,0.139,8.68,3.88e-18,9.87e-18,NA,L-threonylcarbamoyladenylate synthase (EC 2.7.7.87),negative,666,222,0.040990990990991,22971.6366,4.78277587890625,None,"K07566 - tsaC, rimN, SUA5 - L-threonylcarbamoyladenylate synthase [EC:2.7.7.87] [2.7.7.87]",(J) Translation,-,J,552531.BIF_00602,2.61e-150,424,Belongs to the SUA5 family,ywlC,"GO:0000049,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363",2.7.7.87,ko:K07566,-,-,R10463,RC00745,"ko00000,ko01000,ko03009,ko03016",-,-,-,Sua5_yciO_yrdC,NA,NA,NA
RVCYZ000308,metabolic process;cellular process;multicellular organismal process;developmental process;response to stimulus;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000440, extdb:pgaptmp_000440",Para-nitrobenzyl esterase (EC 3.1.1.-),-1.1,972,0.128,-8.61,7.54e-18,1.9e-17,Para-nitrobenzyl esterase (EC 3.1.1.-),carboxylesterase family protein,negative,1398,466,-0.217811158798283,51085.2077000001,5.41204833984375,None,K03929 - pnbA - para-nitrobenzyl esterase [EC:3.1.1.-] [3.1.1.-],(I) Lipid metabolism,-,I,552531.BIF_01170,0,988,Belongs to the type-B carboxylesterase lipase family,-,-,-,ko:K03929,-,-,-,-,"ko00000,ko01000",-,CE10,-,COesterase,NA,NA,NA
RVCYZ000309,metabolic process;biological regulation;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000441, extdb:pgaptmp_000441",Sialic acid-specific 9-O-acetylesterase (EC 3.1.1.53),-1.11,1470,0.152,-7.28,3.28e-13,6.76e-13,Sialic acid-specific 9-O-acetylesterase (EC 3.1.1.53),sialate O-acetylesterase,negative,1923,641,-0.198595943837754,70541.3816000002,4.83221435546875,None,K05970 - SIAE - sialate O-acetylesterase [EC:3.1.1.53] [3.1.1.53],(G) Carbohydrate metabolism and transport,-,G,552531.BIF_01171,0,1356,"Glycosyl hydrolase family 2, sugar binding domain protein",-,-,3.1.1.53,ko:K05970,-,-,-,-,"ko00000,ko01000",-,-,-,SASA,NA,NA,NA
RVCYZ000317,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,rpmE,"rpmE, pgaptmp_000449, extdb:pgaptmp_000449",LSU ribosomal protein L31P,2.51,42600,0.158,15.9,3.0199999999999996e-57,2.2699999999999998e-56,LSU ribosomal protein L31P,50S ribosomal protein L31,negative,207,69,-0.852173913043478,7794.8049,9.38763427734375,rpmE,"K02909 - RP-L31, rpmE - large subunit ribosomal protein L31",(J) Translation,Ribosome,J,552531.BIF_00127,1.47e-47,153,Binds the 23S rRNA,rpmE,"GO:0008150,GO:0040007",-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31,NA,NA,NA
RVCYZ000323,metabolic process;cellular process;biological regulation;,NODE_1_length_388644_cov_35.133645,ettA,"ettA, pgaptmp_000456, extdb:pgaptmp_000456",ABC transporter ATP-binding protein,1.19,5140,0.0755,15.8,2.9099999999999995e-56,2.1199999999999996e-55,ABC transporter ATP-binding protein,energy-dependent translational throttle protein EttA,positive,1674,558,-0.376523297491039,61979.4731000001,4.96917724609375,ettA,"K00616 - E2.2.1.2, talA, talB - transaldolase [EC:2.2.1.2] [2.2.1.2]; K01997 - livH - branched-chain amino acid transport system permease protein",(S) Function Unknown,-,S,552531.BIF_00411,0,1065,"ATP-binding cassette protein, ChvD family",yjjK,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,"ABC_tran,ABC_tran_Xtn",ABC,binding,heme
RVCYZ000327,metabolic process;,NODE_1_length_388644_cov_35.133645,ftsH,"ftsH, pgaptmp_000460, extdb:pgaptmp_000460",Cell division protein ftsH (EC 3.4.24.-),1.9,14100,0.0883,21.5,9.88e-103,2.0899999999999997e-101,Cell division protein ftsH (EC 3.4.24.-),ATP-dependent zinc metalloprotease FtsH,negative,2094,698,-0.379799426934097,76832.1913000003,5.84881591796875,ftsH,"K03798 - ftsH, hflB - cell division protease FtsH [EC:3.4.24.-] [3.4.24.-]","(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_01924,0,1354,"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins",ftsH,"GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0010468,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0030163,GO:0040007,GO:0042623,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575",-,ko:K03798,-,M00742,-,-,"ko00000,ko00002,ko01000,ko01002,ko03110",-,-,-,"AAA,FtsH_ext,Peptidase_M41",NA,NA,NA
RVCYZ000328,metabolic process;cellular process;,NODE_1_length_388644_cov_35.133645,hpt,"hpt, pgaptmp_000461, extdb:pgaptmp_000461",Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),1.82,2220,0.104,17.4,5.7099999999999995e-68,5.469999999999999e-67,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),negative,561,187,-0.148663101604278,21013.604,4.67315673828125,hpt,"K00760 - hprT, hpt, HPRT1 - hypoxanthine phosphoribosyltransferase [EC:2.4.2.8] [2.4.2.8]",(F) Nucleotide metabolism and transport,Purine metabolism; Drug metabolism - other enzymes; Metabolic pathways; Biosynthesis of secondary metabolites,F,552531.BIF_00577,2.7699999999999997e-128,365,Belongs to the purine pyrimidine phosphoribosyltransferase family,hpt,-,2.4.2.8,ko:K00760,"ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110",-,"R00190,R01132,R01229,R02142,R08237,R08238,R08245","RC00063,RC00122","ko00000,ko00001,ko01000",-,-,-,Pribosyltran,NA,NA,NA
RVCYZ000337,cellular process;localization;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000473, extdb:pgaptmp_000473",Sugar transport system permease protein,3.29,44700,0.163,20.1,5.83e-90,8.769999999999999e-89,Sugar transport system permease protein,sugar ABC transporter permease,positive,966,322,0.556832298136646,35427.0802,9.14385986328125,None,K02025 - ABC.MS.P - multiple sugar transport system permease protein,(G) Carbohydrate metabolism and transport,-,G,552531.BIF_01926,4.9699999999999994e-225,622,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K02025,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,BPD_transp_1,ABC,membrane,sugar
RVCYZ000338,cellular process;localization;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000474, extdb:pgaptmp_000474",Sugar transport system permease protein,3.16,30100,0.112,28.3,3.919999999999999e-176,1.0499999999999998e-173,Sugar transport system permease protein,carbohydrate ABC transporter permease,positive,978,326,0.423006134969325,36034.8483,9.86004638671875,None,K02026 - ABC.MS.P1 - multiple sugar transport system permease protein,(G) Carbohydrate metabolism and transport,-,G,552531.BIF_00071,7.359999999999999e-225,620,ABC transporter permease,-,-,-,ko:K02026,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,BPD_transp_1,ABC,membrane,sugar
RVCYZ000339,Uncategorized;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000475, extdb:pgaptmp_000475",Beta-galactosidase (EC 3.2.1.23),3.28,75300,0.12,27.3,1.8799999999999997e-164,2.52e-162,Beta-galactosidase (EC 3.2.1.23),beta-galactosidase,positive,2085,695,-0.34230215827338,78240.5154000005,4.92120361328125,None,"K12308 - bgaB, lacA - beta-galactosidase [EC:3.2.1.23] [3.2.1.23]",(G) Carbohydrate metabolism and transport,Galactose metabolism,G,552531.BIF_00799,0,1457,"Psort location Cytoplasmic, score 8.87",bga1,-,3.2.1.23,ko:K12308,"ko00052,map00052",-,R01105,RC00452,"ko00000,ko00001,ko01000",-,-,-,"Glyco_hydro_42,Glyco_hydro_42C,Glyco_hydro_42M",NA,NA,NA
RVCYZ000340,cellular process;locomotion;response to stimulus;localization;,NODE_1_length_388644_cov_35.133645,null,"pgaptmp_000476, extdb:pgaptmp_000476",Sugar-binding protein,2.81,67300,0.133,21,3.51e-98,6.66e-97,Sugar-binding protein,sugar ABC transporter substrate-binding protein,positive,1341,447,-0.41006711409396,48531.6047000001,4.81231689453125,None,K02027 - ABC.MS.S - multiple sugar transport system substrate-binding protein,(G) Carbohydrate metabolism and transport,-,G,1437609.BCAL_0424,2.28e-260,721,Bacterial extracellular solute-binding protein,-,-,-,ko:K02027,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,"SBP_bac_1,SBP_bac_8",ABC,binding protein,sugar (maltose)
RVCYZ000342,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,pgaptmp_000477,Transposase family protein,-1.54,1230,0.19,-8.12,4.54e-16,1.06e-15,Transposase family protein,transposase family protein,negative,443,147,None,None,None,None,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RVCYZ000352,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000489, extdb:pgaptmp_000489",Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),1.09,7010,0.128,8.51,1.72e-17,4.26e-17,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),NAD(P)H-dependent glycerol-3-phosphate dehydrogenase (EC 1.1.1.94),positive,996,332,0.232530120481927,34460.1271000001,4.92535400390625,None,K00057 - gpsA - glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94] [1.1.1.94],(I) Lipid metabolism,Glycerophospholipid metabolism; Biosynthesis of secondary metabolites,I,35760.BCHO_0283,1.0199999999999999e-202,565,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,gpsA,-,1.1.1.94,ko:K00057,"ko00564,ko01110,map00564,map01110",-,"R00842,R00844",RC00029,"ko00000,ko00001,ko01000",-,-,-,"NAD_Gly3P_dh_C,NAD_Gly3P_dh_N",NA,NA,NA
RVCYZ000354,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000491, extdb:pgaptmp_000491",Hypothetical membrane associated protein,-1.12,1410,0.108,-10.4,3.38e-25,1.1e-24,Hypothetical membrane associated protein,DUF4854 domain-containing protein,positive,1134,378,-0.478042328042328,39488.6996,4.05731201171875,None,NA,(S) Function Unknown,-,S,552531.BIF_01367,3.0699999999999996e-178,507,Domain of unknown function (DUF4854),-,-,-,-,-,-,-,-,-,-,-,-,DUF4854,NA,NA,NA
RVCYZ000357,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000494, extdb:pgaptmp_000494","Transcriptional regulator, TetR family",1.16,2870,0.13,8.93,4.21e-19,1.11e-18,"Transcriptional regulator, TetR family",TetR/AcrR family transcriptional regulator,negative,615,205,-0.317073170731708,23497.3978,5.50299072265625,None,NA,(K) Transcription,-,K,552531.BIF_01448,9.92e-149,418,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-,-,-,-,-,-,TetR_N,NA,NA,NA
RVCYZ000364,Uncategorized;,NODE_2_length_292055_cov_35.121020,rpmB,"rpmB, pgaptmp_000501, extdb:pgaptmp_000501",LSU ribosomal protein L28P,-1.81,8080,0.159,-11.4,5.55e-30,2.1700000000000002e-29,LSU ribosomal protein L28P,50S ribosomal protein L28,positive,195,65,-0.396923076923077,7204.4726,11.3069458007813,rpmB,"K02902 - RP-L28, MRPL28, rpmB - large subunit ribosomal protein L28",(J) Translation,Ribosome,J,552531.BIF_01946,3.3599999999999995e-42,137,Ribosomal L28 family,rpmB,"GO:0003674,GO:0003735,GO:0005198",-,ko:K02902,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L28,NA,NA,NA
RVCYZ000365,metabolic process;cellular process;response to stimulus;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000502, extdb:pgaptmp_000502",ATP-dependent DNA helicase recG (EC 3.6.1.-),-1.21,6040,0.0702,-17.2,2.12e-66,1.95e-65,ATP-dependent DNA helicase recG (EC 3.6.1.-),ATP-dependent DNA helicase RecG (EC 3.6.4.12),positive,2370,790,-0.195569620253164,86918.6512000006,5.62799072265625,None,K03655 - recG - ATP-dependent DNA helicase RecG [EC:3.6.4.12] [3.6.4.12],(L) Replication and repair,Homologous recombination,L,552531.BIF_00398,0,1554,helicase superfamily c-terminal domain,recG,"GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:1901360",3.6.4.12,ko:K03655,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,Helicase_C,RecG_wedge,tRNA_anti-codon",NA,NA,NA
RVCYZ000367,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000504, extdb:pgaptmp_000504",ATP-dependent DNA helicase recG (EC 3.6.1.-),-1.39,282,0.16,-8.68,3.94e-18,1e-17,ATP-dependent DNA helicase recG (EC 3.6.1.-),ATP-dependent DNA helicase,positive,135,45,-0.084444444444445,5074.6394,4.56817626953125,None,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RVCYZ000371,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000508, extdb:pgaptmp_000508",RNA binding protein,1.64,1160,0.22,7.46,8.48e-14,1.81e-13,RNA binding protein,RNA-binding protein,negative,231,77,-0.287012987012987,8652.847,9.50836181640625,None,K06960 - K06960 - uncharacterized protein,(S) Function Unknown,-,S,552531.BIF_01528,4.549999999999999e-47,151,Belongs to the UPF0109 family,-,"GO:0008150,GO:0040007",-,ko:K06960,-,-,-,-,ko00000,-,-,-,KH_4,NA,NA,NA
RVCYZ000372,Uncategorized;,NODE_2_length_292055_cov_35.121020,rpsP,"rpsP, pgaptmp_000509, extdb:pgaptmp_000509",SSU ribosomal protein S16P,2.52,11400,0.15,16.8,2.05e-63,1.78e-62,SSU ribosomal protein S16P,30S ribosomal protein S16,negative,468,156,-0.550641025641026,17069.2293,6.63690185546875,rpsP,"K02959 - RP-S16, MRPS16, rpsP - small subunit ribosomal protein S16",(J) Translation,Ribosome,J,552531.BIF_01527,8.95e-94,275,Belongs to the bacterial ribosomal protein bS16 family,rpsP,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02959,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",-,-,-,Ribosomal_S16,NA,NA,NA
RVCYZ000383,Uncategorized;,NODE_2_length_292055_cov_35.121020,rpmF,"rpmF, pgaptmp_000520, extdb:pgaptmp_000520",LSU ribosomal protein L32P,1.76,2440,0.183,9.62,6.84e-22,2.04e-21,LSU ribosomal protein L32P,50S ribosomal protein L32,negative,192,64,-0.63125,7083.1824,10.7077026367188,rpmF,"K02911 - RP-L32, MRPL32, rpmF - large subunit ribosomal protein L32",(J) Translation,Ribosome,J,552531.BIF_01883,4.3e-40,132,Belongs to the bacterial ribosomal protein bL32 family,rpmF,-,-,ko:K02911,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",-,-,-,Ribosomal_L32p,NA,NA,NA
RVCYZ000388,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000525, extdb:pgaptmp_000525",Oxidoreductase (EC 1.1.1.-),2.18,9440,0.102,21.3,1.15e-100,2.32e-99,Oxidoreductase (EC 1.1.1.-),aldo/keto reductase,negative,1005,335,-0.276716417910448,37453.8463000001,5.43609619140625,None,K19265 - gpr - L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-] [1.1.1.-],(C) Energy production and conversion,-,C,552531.BIF_01306,1.73e-248,681,Aldo/keto reductase family,-,-,-,ko:K19265,-,-,-,-,"ko00000,ko01000",-,-,-,Aldo_ket_red,NA,NA,NA
RVCYZ000396,metabolic process;cellular process;response to stimulus;,NODE_2_length_292055_cov_35.121020,pgi,"pgi, pgaptmp_000535, extdb:pgaptmp_000535",Glucose-6 phosphate 1-epimerase (EC 5.1.3.15) / Glucose-6-phosphate isomerase (EC 5.3.1.9),2.93,53500,0.108,27.2,6.669999999999999e-163,8.26e-161,Glucose-6 phosphate 1-epimerase (EC 5.1.3.15) / Glucose-6-phosphate isomerase (EC 5.3.1.9),glucose-6-phosphate isomerase (EC 5.3.1.9),positive,1695,565,-0.268849557522124,63024.0809000002,4.82208251953125,pgi,"K01810 - GPI, pgi - glucose-6-phosphate isomerase [EC:5.3.1.9] [5.3.1.9]",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism,G,552531.BIF_02104,0,1136,Belongs to the GPI family,pgi,-,5.3.1.9,ko:K01810,"ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200","M00001,M00004,M00114","R02739,R02740,R03321","RC00376,RC00563","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,PGI,NA,NA,NA
RVCYZ000397,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rplS,"rplS, pgaptmp_000536, extdb:pgaptmp_000536",LSU ribosomal protein L19P,1.34,4930,0.174,7.7,1.31e-14,2.88e-14,LSU ribosomal protein L19P,50S ribosomal protein L19,positive,363,121,-0.471900826446281,13646.5827,11.2444458007813,rplS,"K02884 - RP-L19, MRPL19, rplS - large subunit ribosomal protein L19",(J) Translation,Ribosome,J,552531.BIF_01142,1.67e-79,236,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,rplS,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0008150,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904",-,ko:K02884,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L19,NA,NA,NA
RVCYZ000399,metabolic process;cellular process;response to stimulus;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000538, extdb:pgaptmp_000538",Ribonuclease HII (EC 3.1.26.4),-1.04,776,0.113,-9.24,2.56e-20,7.18e-20,Ribonuclease HII (EC 3.1.26.4),ribonuclease HII (EC 3.1.26.4),positive,774,258,-0.203488372093023,27688.8035,5.70404052734375,None,K03470 - rnhB - ribonuclease HII [EC:3.1.26.4] [3.1.26.4],(L) Replication and repair,DNA replication,L,552531.BIF_02105,5.0699999999999994e-185,515,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,rnhB,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",3.1.26.4,ko:K03470,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RNase_HII,NA,NA,NA
RVCYZ000400,Uncategorized;,NODE_2_length_292055_cov_35.121020,null,"pgaptmp_000539, extdb:pgaptmp_000539",ABC transporter ATP-binding protein,-1.19,1050,0.114,-10.5,1.17e-25,3.87e-25,ABC transporter ATP-binding protein,ABC transporter ATP-binding protein,positive,984,328,-0.247256097560976,34751.4403,6.28997802734375,None,K02003 - ABC.CD.A - putative ABC transport system ATP-binding protein,NA,-,V,552531.BIF_01139,4.149999999999999e-229,631,ATPases associated with a variety of cellular activities,lolD,-,-,ko:K02003,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran,ABC,binding,lipoprotein
RVCYZ000405,Uncategorized;,NODE_2_length_292055_cov_35.121020,rplU,"rplU, pgaptmp_000544, extdb:pgaptmp_000544",LSU ribosomal protein L21P,1.77,7150,0.133,13.3,2.1899999999999998e-40,1.13e-39,LSU ribosomal protein L21P,50S ribosomal protein L21,positive,306,102,-0.163725490196078,11043.8043,9.82012939453125,rplU,"K02888 - RP-L21, MRPL21, rplU - large subunit ribosomal protein L21",(J) Translation,Ribosome,J,552531.BIF_00413,7.099999999999999e-62,190,This protein binds to 23S rRNA in the presence of protein L20,rplU,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944",-,ko:K02888,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L21p,NA,NA,NA
RVCYZ000406,metabolic process;cellular process;,NODE_2_length_292055_cov_35.121020,rpmA,"rpmA, pgaptmp_000545, extdb:pgaptmp_000545",LSU ribosomal protein L27P,1.04,1350,0.163,6.36,2.02e-10,3.59e-10,LSU ribosomal protein L27P,50S ribosomal protein L27,positive,249,83,-0.497590361445783,8905.9985,10.4878540039063,rpmA,"K02899 - RP-L27, MRPL27, rpmA - large subunit ribosomal protein L27",(J) Translation,Ribosome,J,552531.BIF_01950,1.23e-52,165,Ribosomal L27 protein,rpmA,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0008150,GO:0015934,GO:0016020,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071944,GO:1990904",-,ko:K02899,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L27,NA,NA,NA
