"#FILE"	"SEQUENCE"	"START"	"END"	"STRAND"	"GENE"	"COVERAGE"	"COVERAGE_MAP"	"GAPS"	"%COVERAGE"	"%IDENTITY"	"DATABASE"	"ACCESSION"	"PRODUCT"	"RESISTANCE"
"Bifidobacterium_animalis_lactis_1843B.fna"	"RSCS01000005"	95897	99445	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_1843B.fna"	"RSCS01000003"	818732	820651	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_1843B.fna"	"RSCS01000005"	11836	15156	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000005"	767199	769118	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000005"	767206	769118	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000005"	767215	769118	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000005"	767215	769118	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000007"	11628	14948	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000007"	95689	99237	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000005"	767199	769118	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_1869B.fna"	"RSCR01000007"	11628	14948	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1118522	1120441	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	99.95	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1118529	1120441	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.9	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1118538	1120441	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.21	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1118538	1120441	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.21	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1510205	1513525	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"21/37"	99.4	80.07	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1583362	1586910	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	88	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1118522	1120441	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	99.95	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_19_D_1.fna"	"CP084315"	1510205	1513525	"-"	"ILES"	"1-3324/3324"	"Err:510"	"21/37"	99.4	80.07	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000005"	105295	105789	"-"	"lnu(C)"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"ncbi"	"NG_047924.1"	"lincosamide nucleotidyltransferase Lnu(C)"	"LINCOSAMIDE"
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000005"	105295	105789	"-"	"lnu(C)_1"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"resfinder"	"AY928180"	"lnu(C)"	"Lincomycin"
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000005"	105295	105789	"-"	"(MLS)lnu(C)"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"argannot"	"AY928180:1150-1644"	"(MLS)lnu(C)"	
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000005"	105295	105789	"-"	"lnuC"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"card"	"AY928180:0-495"	"lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae"	"lincosamide"
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000017"	6388	9708	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"24/43"	99.31	80.44	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000017"	91108	94656	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.78	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000005"	105295	105789	"-"	"LNUC"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"megares"	"MEG_3610"	"Drugs:MLS:Lincosamide_nucleotidyltransferases:LNUC"	
"Bifidobacterium_animalis_lactis_2007B.fna"	"RSCQ01000017"	6388	9708	"-"	"ILES"	"1-3324/3324"	"Err:510"	"24/43"	99.31	80.44	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000005"	105317	105811	"-"	"lnu(C)"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"ncbi"	"NG_047924.1"	"lincosamide nucleotidyltransferase Lnu(C)"	"LINCOSAMIDE"
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000005"	105317	105811	"-"	"lnu(C)_1"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"resfinder"	"AY928180"	"lnu(C)"	"Lincomycin"
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000005"	105317	105811	"-"	"(MLS)lnu(C)"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"argannot"	"AY928180:1150-1644"	"(MLS)lnu(C)"	
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000005"	105317	105811	"-"	"lnuC"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"card"	"AY928180:0-495"	"lnuC is a transposon-mediated nucleotidyltransferase found in Streptococcus agalactiae"	"lincosamide"
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000018"	6389	9709	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"24/43"	99.31	80.44	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000019"	61944	65492	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.78	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000005"	105317	105811	"-"	"LNUC"	"1-495/495"	"Err:510"	"0/0"	100	99.19	"megares"	"MEG_3610"	"Drugs:MLS:Lincosamide_nucleotidyltransferases:LNUC"	
"Bifidobacterium_animalis_lactis_2010B.fna"	"RSCP01000018"	6389	9709	"-"	"ILES"	"1-3324/3324"	"Err:510"	"24/43"	99.31	80.44	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000009"	138104	140023	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000009"	138111	140023	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000009"	138120	140023	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000009"	138120	140023	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000012"	11700	15020	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000013"	59730	63278	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000009"	138104	140023	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_646.fna"	"MLZL01000012"	11700	15020	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	1827800	1829718	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"1/1"	99.95	99.95	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	1827807	1829718	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"3/3"	99.53	98.8	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	1827816	1829718	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"1/1"	99.11	98.11	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	619659	622979	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	703722	707270	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	1827816	1829718	"-"	"tetW"	"1-1904/1920"	"Err:510"	"1/1"	99.11	98.11	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	619659	622979	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_AD011.fna"	"NC_011835"	1827800	1829718	"-"	"TETW"	"1-1920/1920"	"Err:510"	"1/1"	99.95	99.95	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000005"	201243	203162	"+"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000005"	201243	203155	"+"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000005"	201243	203146	"+"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000005"	201243	203146	"+"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000010"	82538	86086	"+"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000010"	167041	170361	"+"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000005"	201243	203162	"+"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_ATCC_27536.fna"	"AWFL01000010"	167041	170361	"+"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000006"	158261	160180	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	99.95	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000006"	158268	160180	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.9	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000006"	158277	160180	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.21	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000006"	158277	160180	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.21	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000014"	11389	14709	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"21/37"	99.4	80.25	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000014"	84545	88093	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.75	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000006"	158261	160180	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	99.95	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_ATCC_27673.fna"	"AWFP01000014"	11389	14709	"-"	"ILES"	"1-3324/3324"	"Err:510"	"21/37"	99.4	80.25	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000002"	201250	203169	"+"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000002"	201250	203162	"+"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000002"	201250	203153	"+"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000002"	201250	203153	"+"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000010"	1023	4571	"+"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000010"	85526	88846	"+"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000002"	201250	203169	"+"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_ATCC_27674.fna"	"AWFM01000010"	85526	88846	"+"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1101005	1102924	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1101012	1102924	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1101021	1102924	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
